"","S01","S02","S03","S04","S05","S07","S08","S09","S10","S11","S12","S14","S15","S17","S18","S20","S21","S23","S24","S25","S26","S27","S28","S29","S30","S31","S32","S34","S35","S37","S38","S40","S41","S42","S43","S44","S45","S46","S47","S49","S50","S51","S52","S53","S54","S55"
"e12c5bb4190cec6034216df295b63bfe",1.64043449346043,2.10596320106407,1.98034434345674,2.71927879997044,2.02468041084756,1.52220498041824,2.27591812606222,1.98034434345674,1.98773368802187,1.55176235867879,1.35225005542008,2.371979605409,1.62565580433016,1.52959432498337,0.96061479346782,0.295573782605483,0.22169671888856,0.147786891302741,0.16996748448123,0.931057415207271,1.43353284563659,0.945836104337545,0,1.56654104780906,1.95817630976132,1.62565580433016,0.879332003251312,0.155199172271081,0,0.133008202172467,0.583758220645829,0.687209044557748,0.258627059779798,0.546811497820143,0.391635261952265,0.399024606517402,0.576368876080692,0,0,0,0,0,0,0.140397546737604,0.147786891302741,0.199512303258701
"98af88f3564fb73c3478f75a06c9432c",0.879332003251312,0.864553314121038,0.805438557599941,0.672430355427474,0.487696741299047,0.886721347816449,0.701987733688022,0.591147565210966,0.746323801078844,1.01972954998892,1.03450823911919,1.64043449346043,1.41136481194118,0.798049213034804,0.443360673908224,0.347299194561442,0.39166420336979,0.214290992388975,0.480342890925214,0.628094288036651,1.07884430651001,1.02711889455405,0.273405748910072,2.69711076627503,2.34981157171359,2.09857385649893,0.672430355427474,0.310398344542162,0.310421286031042,0.236459026084386,0.421192640212813,0.369467228256854,0.413803295647676,0.369467228256854,0.310352471735757,0.376856572821991,0.280795093475209,0.243848370649523,0.192179761992756,0.12561885760733,0.140418298721454,0.147786891302741,0.288184438040346,0.214290992388975,0.192122958693564,0.288184438040346
"cf362ad7ef475d1386b42b69f319f528",0.8571639695559,0.820217246730215,1.55176235867879,1.15273775216138,0.635483632601788,1.83994679671913,0.679819699992611,0.465528707603636,0.458139363038499,1.33747136628981,0.568979531515555,0.96061479346782,0.738934456513707,0.923668070642134,0.55420084238528,0.376856572821991,0.362104640851315,0.214290992388975,0.118238250073899,0.487696741299047,0.78327052390453,0.753713145643981,0,1.47047956846228,2.17985664671544,2.74144683366585,0.561590186950418,0.140418298721454,0.125646711012565,0.214290992388975,0.391635261952265,0.391635261952265,0.798049213034804,0.517254119559595,0.495086085864184,0.384245917387128,0.524643464124732,0,0.229137408529825,0,0,0,0,0.332520505431168,0.266016404344935,0.576368876080692
"cbca1fc21141ed16842dce2032bb94a4",0,0,0,0,0,0,0,0,0,0.391635261952265,0.347299194561442,0.30296312717062,0.110840168477056,0.17734426956329,0.495086085864184,0.620704943471514,0.317765297073603,0.435971329343087,0.598581140999113,0.184733614128427,0.413803295647676,0.169954924998153,0.591147565210966,0.162565580433016,0.258627059779798,0.716766422818296,1.15273775216138,0.687310620057645,0.465631929046563,1.07145496194488,0.78327052390453,0.55420084238528,0.399024606517402,0.931057415207271,1.10840168477056,0.923668070642134,0.886721347816449,0.421192640212813,1.0274225737305,0.650262321732062,0.672529746508019,0.8571639695559,0.805438557599941,1.10101234020542,0.997561516293505,0.73154511194857
"e96c03333204052de98fe487ac66e426",1.21185250868248,1.60348777063474,1.49264760215769,0.990172171728368,0.990172171728368,1.19707381955221,1.01972954998892,0.945836104337545,0.938446759772408,0.716766422818296,1.3153033325944,0.532032808689869,0.871942658686175,0.724155767383433,0.901500036946723,0.435971329343087,0.310375406443985,0.12561885760733,0.399054093999409,0.635483632601788,0.48030739673391,0.620704943471514,0.243848370649523,0.724155767383433,0.827606591295352,0.8571639695559,0.8571639695559,0.280836597442909,0.16260162601626,0.295573782605483,0.753713145643981,0.280795093475209,0.472918052168773,0.495086085864184,0.317741816300894,0.458139363038499,0.450750018473361,0.458139363038499,0.635671520437578,0.48030739673391,0.354740965191043,0.295573782605483,0.561590186950418,0.30296312717062,0.0886721347816449,0.288184438040346
"e58a75aa14a1278ea958d68a21161d72",0,0,0,0,0.805438557599941,0,0,0,0,0,0,0,0,0,0,0,0.642920484776825,0.55420084238528,0.524682234702926,1.21185250868248,0.842385280425626,1.22663119781275,0.236459026084386,0.568979531515555,0.945836104337545,0.96061479346782,0.923668070642134,0.41386445938955,0.436067997043607,0.509864774994458,0.672430355427474,0.406413951082539,0.42858198477795,0.539422153255006,0.679819699992611,0.628094288036651,0.746323801078844,0.317741816300894,0.643063049744992,0.266016404344935,0.41386445938955,0.546811497820143,0.509864774994458,0.42858198477795,0.613315598906377,0.509864774994458
"0237f164c6f23ada626dc043530e58be",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26357792063844,1.49264760215769,1.19716228199823,1.60348777063474,0.89417676618386,0.243848370649523,0,0.391635261952265,2.20202468041085,0,0,0,0,1.18246988397014,1.02734663710273,1.22663119781275,0.458139363038499,0,0,0,0.509864774994458,0.347299194561442,0,0.509864774994458,0.450883287752236,0.546811497820143,0.657748872958392,0.923668070642134,0.864553314121038,0.561590186950418,0.421192640212813,0.55420084238528
"3732052cd3d60e072757b113bdbbf362",2.26852878149708,2.15768861302002,2.42370501736496,1.3153033325944,0.886721347816449,2.12813123475948,2.42370501736496,3.04440996083647,2.26852878149708,0.805438557599941,0.687209044557748,1.24879923150817,1.70693859454666,1.28574595433385,0.376856572821991,0,0.0443393437777121,0.0295573782605483,0.0369494531480934,1.27096726520358,0.539422153255006,1.0566762728146,0.00738934456513707,1.16012709672652,0.701987733688022,0.812827902165078,0.354688539126579,0.0665139309733205,0,0,0.0591147565210966,0.133008202172467,0.140397546737604,0.12561885760733,0.0812827902165078,0.0886721347816449,0.0886721347816449,0,0,0,0,0,0,0,0,0.0591147565210966
"ca56e41a06012c7ceef0804fca34e9f4",0,0,0,0,0.288184438040346,0,0,0,0,0,0.258627059779798,0.214290992388975,0.184733614128427,0.118229513042193,0,0.295573782605483,0.738989062961868,0.746323801078844,0.650310375406444,0.465528707603636,0.55420084238528,0.25123771521466,1.10840168477056,0.310352471735757,0.266016404344935,0.362077883691717,0.568979531515555,0.598625378759885,0.849963045084996,0.620704943471514,0.613315598906377,0.450750018473361,0.546811497820143,0.376856572821991,0.406413951082539,0.532032808689869,0.450750018473361,0.495086085864184,0.450883287752236,0.812827902165078,0.339960091641416,0.258627059779798,0.591147565210966,0.369467228256854,0.399024606517402,0.443360673908224
"d384b0a7c9fc8add98ae736b5ae239a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21924185324762,0.857227313035767,0.709377078253159,0.539462015962164,0.184733614128427,0,0,0.243848370649523,0,0,0,0,0.665139309733205,0.709534368070953,0.812827902165078,0.243848370649523,0,0,0,0.12561885760733,0.214290992388975,0.110840168477056,0.953225448902682,1.70744327001257,1.04928692824946,1.01988027492425,1.34486071085495,1.68477056085125,0.945836104337545,0.650262321732062,0
"5bbe0b28268edf12e6bdbca3fb223da3",0,0,0,0,0.147786891302741,0,0,0,0,0,0,0,0,0,0.509864774994458,1.33747136628981,1.04197457877623,0.790659868469667,0.436003547147502,0,0,0,0.295573782605483,0,0,0,0,0.487768827137684,1.56688839615669,0.598536909776103,0.568979531515555,0,0.266016404344935,0,0.236459026084386,0.495086085864184,0.214290992388975,1.09362299564029,1.2935176287974,0.871942658686175,0.945975907176114,0.709377078253159,1.85472548584941,0.834995935860489,0.532032808689869,0
