Lat	Long	Speed	Temp	Sal	Chla
23.26289	123.5693517	14.2	28.607	34.77	0.01
23.25958	123.5669817	14.1	28.607	34.767	-0.01
23.25626667	123.56457	14.3	28.61	34.762	0.01
23.25295833	123.5622217	14.1	28.614	34.775	0
23.24967167	123.5598733	14.1	28.616	34.776	-0.01
23.24636333	123.557545	14.1	28.621	34.779	0.01
23.24307167	123.5552233	14.1	28.619	34.791	0.01
23.239825	123.5528667	14	28.643	34.802	0.01
23.23656833	123.55052	14	28.645	34.797	0.01
23.233325	123.5482067	13.9	28.634	34.799	0.01
23.230085	123.54588	13.9	28.631	34.802	0.01
23.22686167	123.543555	13.9	28.634	34.803	0.01
23.22363333	123.5412417	13.8	28.619	34.799	0.01
23.2204	123.5389333	13.9	28.631	34.803	0.02
23.21710667	123.536665	14	28.633	34.804	0
23.21379667	123.5343617	14.1	28.638	34.818	0.02
23.21046667	123.5320767	14.1	28.628	34.803	0.01
23.2071	123.52979	14.2	28.623	34.81	0.02
23.203735	123.527475	14.2	28.629	34.809	0.01
23.20038667	123.5251267	14.2	28.626	34.817	0
23.19701667	123.52278	14.4	28.628	34.819	0.03
23.193655	123.5204283	14.4	28.637	34.832	0
23.19029	123.5180933	14.3	28.631	34.832	0.02
23.18695833	123.51574	14.2	28.639	34.831	0
23.18361167	123.5134283	14.2	28.633	34.835	0.01
23.18027	123.5111117	14.2	28.633	34.832	0
23.17694333	123.50878	14.2	28.628	34.832	0
23.17362333	123.5064133	14.2	28.626	34.834	-0.02
23.17031333	123.504065	14.2	28.624	34.836	0
23.166985	123.5017017	14.2	28.616	34.834	0
23.163645	123.4993667	14.1	28.614	34.83	0
23.16031167	123.497015	14.2	28.609	34.832	0
23.15699667	123.4946817	14.1	28.61	34.837	0
23.15368	123.4923383	14.2	28.598	34.825	0
23.15034833	123.4899767	14.1	28.598	34.826	0
23.14702667	123.4876367	14.2	28.59	34.814	0
23.14373833	123.4853217	14	28.594	34.82	0.01
23.14045333	123.4829967	14	28.601	34.833	0.01
23.13716333	123.48068	14	28.614	34.834	0
23.13384333	123.4783633	14	28.612	34.818	0
23.13054167	123.4760617	14	28.624	34.808	0.01
23.12723333	123.4737367	14.1	28.638	34.824	0
23.12391667	123.4714167	14.1	28.641	34.826	0
23.12060833	123.4691233	14	28.644	34.82	0.01
23.11732	123.4668117	14	28.641	34.814	0
23.11405833	123.4644917	13.9	28.649	34.822	0.02
23.11077667	123.4622033	13.9	28.649	34.809	0.02
23.10750333	123.4599333	13.9	28.647	34.809	0.01
23.104255	123.457665	13.9	28.648	34.816	0.02
23.10100333	123.4553667	13.9	28.651	34.816	0.02
23.09773667	123.453105	13.8	28.651	34.822	0.02
23.09447833	123.4508083	14	28.668	34.834	0
23.09120333	123.4485717	13.8	28.672	34.828	0.01
23.08796167	123.4462733	13.8	28.673	34.825	0
23.08469167	123.4440517	13.8	28.685	34.831	0
23.08142333	123.4418267	13.8	28.696	34.827	0.01
23.07817333	123.4395983	13.8	28.71	34.824	0.01
23.074925	123.437405	13.7	28.71	34.828	0.01
23.07168167	123.4351783	13.7	28.709	34.826	0.02
23.06842333	123.4329433	13.8	28.718	34.83	0.02
23.065185	123.4306833	13.8	28.732	34.827	0.02
23.06192667	123.4284533	13.8	28.734	34.821	0
23.05863333	123.4262833	13.9	28.754	34.825	0.01
23.055365	123.4240733	13.8	28.749	34.821	0.01
23.05208	123.421885	13.7	28.759	34.818	0
23.04879667	123.419705	13.8	28.772	34.813	0.01
23.04552667	123.417455	13.8	28.768	34.817	0
23.042245	123.4152267	13.8	28.773	34.823	0.01
23.038965	123.4130117	13.8	28.783	34.818	0
23.03569	123.4108167	13.8	28.774	34.81	0.02
23.03242	123.4085633	13.9	28.776	34.814	0
23.02914167	123.4063317	13.9	28.781	34.812	0
23.02588833	123.404045	13.9	28.781	34.819	0
23.022705	123.4016417	13.9	28.785	34.818	0
23.019505	123.3992533	13.9	28.774	34.811	0
23.01633667	123.3968467	13.9	28.79	34.818	0.02
23.01312	123.394465	14	28.779	34.812	0.01
23.00989833	123.39206	14	28.789	34.812	0
23.00669	123.3896433	14	28.792	34.813	0.01
23.00347667	123.387205	14	28.793	34.815	0.01
23.00026333	123.3847833	14	28.79	34.808	0.02
22.99704333	123.3824083	13.9	28.792	34.812	0.01
22.99387167	123.3799633	13.9	28.792	34.807	0.02
22.99067667	123.3775617	13.9	28.788	34.802	0.01
22.98748667	123.3751067	13.9	28.797	34.807	0
22.98429333	123.372685	14	28.794	34.813	0.02
22.98109333	123.3702983	13.9	28.802	34.809	0.01
22.97790167	123.36788	14	28.797	34.805	0
22.974705	123.3654933	13.9	28.803	34.799	0
22.97150833	123.3630833	13.7	28.807	34.799	0.02
22.968335	123.3607017	13.8	28.799	34.797	0
22.965175	123.3583083	13.8	28.8	34.806	0
22.96204	123.3559217	13.6	28.798	34.797	0.01
22.958895	123.3535483	13.7	28.789	34.802	-0.01
22.95574333	123.3511917	13.7	28.783	34.799	0.01
22.95261167	123.348825	13.7	28.794	34.806	0
22.94948167	123.34648	13.6	28.802	34.799	0
22.94637	123.3441567	13.5	28.804	34.806	0
22.94324	123.3418067	13.6	28.815	34.794	-0.01
22.94009833	123.339435	13.7	28.804	34.784	0.02
22.93698167	123.3370733	13.6	28.818	34.806	0.01
22.93386	123.3347883	13.5	28.825	34.806	0
22.93074167	123.3324567	13.6	28.833	34.811	0
22.92761667	123.3301467	13.5	28.825	34.804	0
22.924465	123.3279017	13.4	28.845	34.811	-0.01
22.92133	123.3255983	13.5	28.85	34.813	-0.01
22.91818333	123.3233067	13.6	28.844	34.808	0.01
22.91504	123.3210517	13.5	28.856	34.818	0.01
22.91185333	123.31876	13.7	28.854	34.823	-0.01
22.90867833	123.316505	13.6	28.843	34.82	0
22.90552	123.31415	13.7	28.826	34.822	0.02
22.90234333	123.3118383	13.7	28.821	34.816	-0.01
22.89914833	123.3095717	13.6	28.815	34.82	0.01
22.895945	123.3073183	13.7	28.812	34.818	0.01
22.89276167	123.3050317	13.7	28.805	34.821	-0.01
22.88959333	123.3027583	13.6	28.795	34.83	0.01
22.88645	123.30045	13.6	28.79	34.825	0
22.88328667	123.29814	13.6	28.784	34.816	0
22.88010833	123.295885	13.6	28.786	34.828	0.01
22.876915	123.2936117	13.7	28.771	34.827	0
22.87376667	123.2912867	13.5	28.76	34.825	0.01
22.87054833	123.2890267	13.8	28.747	34.836	0.01
22.86732167	123.286725	13.8	28.735	34.827	0.01
22.864065	123.2844417	13.9	28.73	34.826	0
22.86083167	123.2821217	13.9	28.732	34.833	0
22.857575	123.2797867	14	28.719	34.837	0
22.85432333	123.2774733	14	28.713	34.833	0
22.85107833	123.2751483	14	28.697	34.832	-0.01
22.847825	123.27281	14	28.685	34.827	0.01
22.84457	123.2705017	13.9	28.666	34.826	-0.01
22.84131833	123.2681617	14	28.652	34.831	0.02
22.83803833	123.2658433	14	28.643	34.827	0.02
22.83475667	123.263515	14	28.636	34.831	0.01
22.83145167	123.2611817	14.2	28.634	34.831	0.01
22.82814667	123.2588433	14.2	28.633	34.827	0.02
22.824855	123.2564933	14.2	28.642	34.837	0.02
22.82153833	123.2541467	14.2	28.647	34.828	0.01
22.81821167	123.2518133	14.1	28.651	34.835	0.01
22.81491	123.249475	14.1	28.656	34.833	0.01
22.81160167	123.24713	14.2	28.658	34.837	0.04
22.80828833	123.244805	14.1	28.658	34.836	0.02
22.80498	123.2424267	14.2	28.651	34.832	0.02
22.80168833	123.240075	14.3	28.652	34.837	0.01
22.79836	123.2377017	14.3	28.66	34.838	0.01
22.79503833	123.2353183	14.3	28.66	34.833	0.01
22.79171167	123.23293	14.3	28.654	34.832	0
22.78838667	123.2305317	14.3	28.643	34.826	0.01
22.78505667	123.2281433	14.3	28.641	34.833	0.01
22.781695	123.225755	14.5	28.636	34.822	0.01
22.778345	123.2233583	14.4	28.621	34.827	0.03
22.774975	123.2209617	14.4	28.622	34.827	0.02
22.77163	123.2185317	14.5	28.622	34.826	0.01
22.76827667	123.2161333	14.4	28.622	34.826	0.01
22.76491167	123.2137267	14.5	28.618	34.827	0.01
22.76155833	123.2113067	14.4	28.62	34.828	0.02
22.758195	123.2089017	14.4	28.626	34.827	0
22.75482	123.206465	14.5	28.617	34.823	0.01
22.751425	123.2040867	14.5	28.61	34.818	0.01
22.748025	123.201665	14.6	28.616	34.826	0.01
22.74463333	123.1992617	14.5	28.631	34.835	0.02
22.74122	123.196875	14.6	28.632	34.827	0.03
22.73785833	123.1944167	14.5	28.62	34.815	0.01
22.73446833	123.1919883	14.6	28.636	34.826	0
22.73106333	123.1895383	14.7	28.621	34.821	0.02
22.72768667	123.1870883	14.6	28.621	34.819	0.04
22.72429667	123.1846617	14.6	28.619	34.819	0.03
22.720925	123.182175	14.7	28.619	34.82	0.02
22.71753167	123.1797317	14.7	28.626	34.811	0
22.71417167	123.1772367	14.6	28.635	34.822	0.01
22.71077667	123.17477	14.7	28.627	34.82	0.03
22.70740667	123.1722667	14.7	28.633	34.821	0.03
22.704015	123.16978	14.8	28.633	34.817	0.01
22.70062667	123.1673267	14.6	28.639	34.819	0.02
22.69723	123.1648333	14.7	28.645	34.82	0.03
22.69382667	123.1624083	14.6	28.633	34.816	0.01
22.69045333	123.1599	14.7	28.63	34.819	0.02
22.68704167	123.1574433	14.7	28.633	34.818	0.01
22.68363333	123.1549683	14.7	28.639	34.822	0.01
22.68022833	123.1525017	14.7	28.641	34.813	0.03
22.67681833	123.15001	14.8	28.637	34.823	0.03
22.6734	123.14754	14.7	28.636	34.825	0.02
22.66999833	123.1450767	14.7	28.628	34.826	0.02
22.66662	123.142555	14.6	28.615	34.822	0.02
22.66320667	123.1400983	14.7	28.603	34.82	0.02
22.65979833	123.1376083	14.7	28.585	34.818	0.02
22.65638167	123.1350883	14.8	28.577	34.817	0.02
22.65296833	123.1325383	14.8	28.569	34.819	0.03
22.64956667	123.1299683	14.9	28.557	34.824	0.02
22.64616667	123.127385	14.9	28.543	34.818	0.02
22.64273667	123.124875	14.9	28.534	34.821	0.02
22.639315	123.1223483	14.8	28.525	34.824	0.02
22.63590333	123.119775	15	28.515	34.822	0.02
22.63247333	123.1172283	14.9	28.519	34.832	0.02
22.62904667	123.1146933	14.9	28.519	34.827	0.02
22.62564667	123.112115	14.9	28.51	34.817	0.01
22.62224167	123.1095567	14.8	28.511	34.82	0.03
22.618835	123.1069917	14.9	28.515	34.82	0.02
22.61541	123.1044433	14.9	28.514	34.823	0.01
22.61200333	123.10186	14.8	28.511	34.827	0.02
22.608555	123.0993233	14.9	28.511	34.816	0.03
22.60516667	123.0967567	14.7	28.515	34.817	0.03
22.601745	123.0942217	14.8	28.512	34.827	0.02
22.59832167	123.0917117	14.8	28.515	34.826	0.02
22.594795	123.08936	14.8	28.52	34.826	0.02
22.59128333	123.0869733	14.9	28.524	34.821	0.02
22.58777167	123.084615	14.8	28.529	34.823	0.01
22.584285	123.082225	14.8	28.528	34.828	0.03
22.58077167	123.079835	14.9	28.521	34.822	0.03
22.57726	123.0774533	14.9	28.531	34.826	0.03
22.57375333	123.07509	14.8	28.527	34.812	0.03
22.57026167	123.0726883	14.8	28.533	34.818	0.04
22.56676167	123.07031	14.8	28.543	34.819	0.03
22.563245	123.0679433	14.9	28.557	34.819	0.02
22.559755	123.0655483	14.8	28.556	34.82	0.03
22.556235	123.0631733	14.8	28.555	34.817	0.03
22.552735	123.0607967	14.8	28.561	34.817	0.02
22.54923833	123.0584067	14.8	28.58	34.832	0.04
22.54570667	123.056015	14.9	28.574	34.823	0.03
22.54219333	123.053615	14.9	28.575	34.819	0.03
22.53869333	123.05122	14.8	28.581	34.816	0.04
22.53518	123.0488583	14.8	28.594	34.823	0.03
22.531675	123.046485	14.8	28.592	34.823	0.02
22.52816167	123.0441033	14.9	28.595	34.825	0.01
22.52465	123.04171	14.9	28.597	34.826	0.01
22.52111667	123.0393683	14.9	28.605	34.813	0.03
22.51758667	123.0369717	14.9	28.606	34.825	0.03
22.51404	123.0345583	14.9	28.602	34.81	0.02
22.51049	123.0321967	14.8	28.606	34.82	0.04
22.506945	123.029805	14.9	28.621	34.817	0.03
22.50340167	123.02744	14.9	28.617	34.811	0.04
22.49986333	123.025055	14.9	28.614	34.81	0.03
22.496345	123.0226817	14.8	28.611	34.815	0.04
22.49282833	123.02031	14.8	28.599	34.81	0.02
22.48932	123.01798	14.8	28.6	34.817	0.02
22.48579167	123.01565	14.8	28.594	34.816	0.02
22.48227833	123.0133317	14.7	28.609	34.81	0.02
22.479075	123.011205	12.9	28.598	34.795	0.01
22.47625333	123.0094533	11.2	28.605	34.795	0.03
22.47372	123.00794	9.8	28.608	34.783	0.03
22.471675	123.0066933	7.6	28.606	34.78	0.03
22.47004	123.0057233	6.2	28.615	34.777	0.03
22.46866333	123.004875	5.6	28.601	34.764	0.03
22.46732	123.0040433	5.5	28.598	34.773	0.03
22.46601167	123.003215	5.2	28.609	34.781	0.03
22.46512667	123.0025817	2.9	28.607	34.762	0.01
22.46480833	123.002215	1.2	28.631	34.759	0.04
22.464765	123.0020317	0.5	28.643	34.765	0.02
22.464765	123.0018333	0.6	28.653	34.75	0.03
22.46478667	123.00165	0.6	28.685	34.747	0.03
22.46481333	123.00142	0.8	28.694	34.752	0.05
22.46480833	123.0012583	0.5	28.725	34.745	0.02
22.46490667	123.00094	1.3	28.762	34.743	0.03
22.46498167	123.0005933	1.1	28.76	34.753	0.03
22.46503667	123.0002917	0.9	28.778	34.761	0.02
22.465085	123.0000433	0.8	28.79	34.744	0.02
22.46519667	122.99983	0.7	28.799	34.749	0.02
22.465305	122.9996633	0.6	28.8	34.757	0.03
22.46540667	122.9995583	0.4	28.804	34.745	0.03
22.465515	122.9995067	0.3	28.808	34.749	0.03
22.46565667	122.9994767	0.4	28.826	34.743	0.03
22.46580833	122.9994417	0.3	28.819	34.753	0.03
22.46590333	122.9994383	0.4	28.813	34.751	0.03
22.46607667	122.99942	0.5	28.795	34.758	0.02
22.46620667	122.9994233	0.4	28.779	34.768	0.03
22.46636333	122.9994483	0.6	28.758	34.777	0.03
22.46656	122.9994633	0.5	28.735	34.779	0.02
22.466725	122.9994783	0.5	28.732	34.779	0.03
22.46688667	122.9994983	0.5	28.719	34.771	0.04
22.467045	122.9995217	0.5	28.741	34.783	0.03
22.4672	122.999575	0.5	28.753	34.766	0.04
22.46736	122.9996517	0.6	28.756	34.781	0.03
22.46751167	122.999725	0.5	28.758	34.788	0.02
22.46766667	122.9998217	0.6	28.759	34.763	0.01
22.46785167	122.9999033	0.6	28.755	34.773	0.02
22.468015	122.9999667	0.5	28.753	34.768	0.03
22.468215	122.9999733	0.9	28.75	34.78	0
22.468405	122.999965	0.5	28.741	34.783	0.02
22.46856333	122.9999317	0.6	28.734	34.776	0.01
22.46872167	122.9998667	0.5	28.73	34.775	0.02
22.46887667	122.999795	0.5	28.73	34.772	0.04
22.46903	122.999715	0.5	28.733	34.782	0.04
22.46916333	122.9996183	0.5	28.729	34.778	0.03
22.46929	122.99956	0.4	28.731	34.772	0.02
22.46944833	122.9995217	0.4	28.723	34.779	0.01
22.46957	122.99951	0.4	28.728	34.784	0.02
22.46968833	122.9994417	0.2	28.725	34.772	0.03
22.46978833	122.9995017	0.3	28.725	34.789	0.02
22.469885	122.9995633	0.3	28.726	34.797	0.02
22.46998167	122.999625	0.3	28.716	34.786	0
22.47007	122.9996817	0.3	28.708	34.799	0.03
22.470145	122.9997533	0.3	28.708	34.792	0.03
22.47023167	122.9998	0.3	28.713	34.792	0.01
22.47032	122.9998583	0.3	28.708	34.796	0.02
22.470395	122.99991	0.3	28.714	34.79	0.02
22.47049	122.9999483	0.3	28.706	34.786	0.02
22.47055667	122.9999833	0.3	28.698	34.778	0.01
22.47065667	123.00005	0.3	28.702	34.791	0.03
22.47075667	123.0001133	0.3	28.699	34.789	0.02
22.47088	123.0001917	0.2	28.7	34.794	0.02
22.47096667	123.0002433	0.3	28.701	34.792	0.01
22.47103833	123.0003033	0.2	28.695	34.792	0.02
22.47111	123.0003817	0.3	28.697	34.805	0.02
22.47117333	123.0004533	0.3	28.695	34.79	0.02
22.47127	123.0005033	0.3	28.69	34.785	0.02
22.471375	123.00055	0.3	28.707	34.798	0.02
22.47147333	123.0005883	0.3	28.707	34.8	0.02
22.47159167	123.0006383	0.4	28.707	34.792	0.02
22.471685	123.0006917	0.4	28.71	34.795	0
22.47177833	123.00076	0.3	28.714	34.799	0.03
22.47186833	123.0008267	0.3	28.716	34.785	0.03
22.47193667	123.0008367	0.1	28.703	34.783	0.04
22.47199667	123.0008517	0	28.695	34.786	0.03
22.4721	123.0008833	0.4	28.693	34.787	0.03
22.47227167	123.0009383	0.6	28.687	34.791	0.02
22.472435	123.0009617	0.6	28.681	34.778	0.01
22.472625	123.0009717	0.6	28.669	34.772	0.04
22.472815	123.00094	0.6	28.687	34.781	0.02
22.47301333	123.00091	0.7	28.694	34.777	0.02
22.47320333	123.0008617	0.6	28.697	34.772	0.02
22.47337333	123.0008283	0.6	28.71	34.77	0.02
22.47355833	123.00082	0.6	28.732	34.784	0.02
22.47378667	123.0007967	0.7	28.742	34.775	0.02
22.473975	123.0008233	0.6	28.761	34.766	0.03
22.47416833	123.00082	0.7	28.754	34.759	0.04
22.47435167	123.0008483	0.6	28.768	34.759	0.02
22.47452333	123.0009167	0.6	28.756	34.749	0.02
22.474715	123.0009567	0.7	28.761	34.753	0.02
22.47489	123.00097	0.6	28.761	34.771	0.02
22.47507667	123.0010083	0.6	28.755	34.752	0.01
22.47528667	123.0010467	0.7	28.766	34.76	0.01
22.47557167	123.0010883	1	28.77	34.766	0.05
22.47579667	123.00113	0.6	28.767	34.752	0.03
22.47596	123.0011567	0.4	28.778	34.755	0.02
22.47602333	123.00112	0.2	28.793	34.766	0.02
22.47604667	123.00104	0.3	28.77	34.767	0.03
22.47602167	123.0009667	0.1	28.771	34.755	0.03
22.47599167	123.0009467	0.2	28.791	34.748	0.03
22.47592833	123.0009433	0.1	28.794	34.757	0.03
22.47594833	123.00109	0.5	28.803	34.758	0.03
22.47584333	123.0011483	0.5	28.805	34.768	0.02
22.47577833	123.0009733	0.7	28.798	34.758	0.02
22.47587833	123.000725	0.8	28.776	34.749	0.03
22.47601333	123.0004867	0.9	28.771	34.76	0.04
22.47620833	123.0002433	1	28.768	34.768	0.04
22.47637	122.9999733	1.1	28.765	34.758	0.03
22.47655833	122.999695	1.1	28.77	34.758	0.03
22.47674	122.9993983	1.1	28.79	34.765	0.04
22.47691333	122.9991017	1.1	28.791	34.755	0.03
22.477095	122.9987783	1.2	28.794	34.755	0.03
22.4773	122.99846	1.2	28.789	34.759	0.03
22.47749	122.9981267	1.3	28.789	34.764	0.03
22.47768667	122.99779	1.3	28.776	34.752	0.02
22.477895	122.99746	1.3	28.772	34.756	0.01
22.478115	122.9971317	1.3	28.761	34.775	0.02
22.47833833	122.9967917	1.4	28.746	34.779	0.02
22.47856833	122.996435	1.4	28.736	34.777	0.03
22.47880667	122.996085	1.4	28.73	34.778	0.03
22.47903	122.9957333	1.4	28.725	34.78	0.04
22.47927167	122.995395	1.4	28.731	34.775	0.02
22.47948333	122.995025	1.4	28.719	34.78	0.05
22.47971833	122.994665	1.4	28.726	34.779	0.03
22.479955	122.9943183	1.3	28.724	34.789	0.03
22.48018	122.9939683	1.4	28.724	34.779	0.04
22.48040333	122.9936283	1.3	28.726	34.776	0.03
22.48064833	122.9933	1.4	28.73	34.789	0.04
22.480875	122.992965	1.4	28.731	34.788	0.03
22.48110667	122.9926067	1.4	28.734	34.782	0.03
22.48135333	122.9922683	1.4	28.745	34.781	0.03
22.48158667	122.9919283	1.4	28.756	34.788	0.06
22.481805	122.991585	1.3	28.76	34.784	0.03
22.48201833	122.9912633	1.3	28.761	34.79	0.03
22.48229333	122.9909867	1.2	28.769	34.782	0.04
22.48252333	122.990685	1.2	28.773	34.782	0.03
22.48278	122.9903733	1.4	28.785	34.785	0.02
22.48301	122.990005	1.3	28.794	34.795	0.02
22.483235	122.9896717	1.3	28.793	34.78	0.03
22.48346	122.9893467	1.3	28.78	34.773	0.02
22.48368	122.98902	1.3	28.788	34.787	0.03
22.48387667	122.9886733	1.3	28.774	34.786	0.02
22.48412167	122.988355	1.3	28.777	34.786	0.03
22.484335	122.9880117	1.3	28.781	34.781	0.01
22.48456833	122.9876867	1.3	28.782	34.79	0.02
22.484815	122.9873417	1.4	28.783	34.782	0.02
22.485045	122.9869967	1.4	28.788	34.775	0.03
22.48525333	122.9866333	1.4	28.789	34.78	0.02
22.48548167	122.9863033	1.3	28.793	34.786	0.03
22.48574667	122.98599	1.4	28.788	34.789	0.03
22.48600833	122.9856583	1.4	28.789	34.784	0.03
22.48620167	122.9852667	1.4	28.784	34.784	0.02
22.48649	122.98494	1.5	28.79	34.789	0.02
22.48676667	122.9845917	1.5	28.788	34.786	0.02
22.48699833	122.984225	1.5	28.789	34.79	0.03
22.48727667	122.9838717	1.5	28.792	34.792	0.02
22.48749	122.983485	1.5	28.781	34.796	0.04
22.48776833	122.9831017	1.6	28.78	34.776	0.02
22.48807167	122.9827133	1.5	28.792	34.791	0.02
22.488345	122.9823667	1.5	28.797	34.79	0.02
22.48873667	122.982075	1.8	28.789	34.786	0.03
22.48908167	122.9817283	1.5	28.802	34.797	0.03
22.48925667	122.9813867	1.1	28.79	34.783	0.03
22.48939667	122.98122	0.6	28.793	34.772	0.03
22.4895	122.981115	0.4	28.796	34.79	0.02
22.489565	122.9809933	0.3	28.805	34.795	0.03
22.48959	122.98091	0.2	28.812	34.791	0.02
22.48960167	122.9807783	0.4	28.805	34.791	0.03
22.48958833	122.980635	0.4	28.807	34.796	0.05
22.489615	122.9805733	0.1	28.805	34.788	0.04
22.48961333	122.9804233	0.5	28.804	34.789	0.03
22.489705	122.9803767	0.4	28.807	34.788	0.03
22.489835	122.980365	0.4	28.805	34.794	0.04
22.48996333	122.98036	0.4	28.806	34.789	0.03
22.49009167	122.980365	0.4	28.811	34.79	0.04
22.49022	122.98038	0.3	28.807	34.785	0.02
22.49033833	122.98042	0.3	28.809	34.79	0.03
22.49044667	122.98047	0.5	28.806	34.794	0.03
22.49063167	122.9805817	0.6	28.804	34.792	0.03
22.49077167	122.980635	0.6	28.809	34.79	0.03
22.49094167	122.9806983	0.6	28.811	34.781	0.03
22.491125	122.9807467	0.6	28.804	34.795	0.03
22.49129333	122.98077	0.6	28.801	34.799	0.02
22.49149833	122.9808117	0.6	28.794	34.808	0.01
22.4917	122.9808283	0.6	28.792	34.792	0.03
22.49191667	122.9808567	0.6	28.799	34.797	0.01
22.49211833	122.9808617	0.6	28.791	34.791	0.02
22.49229833	122.980835	0.6	28.789	34.78	0
22.49253	122.9808117	0.7	28.798	34.799	0.03
22.49272333	122.980745	0.7	28.795	34.796	0.03
22.492885	122.9806667	0.6	28.785	34.792	0.03
22.49310667	122.9806117	0.8	28.786	34.798	0.04
22.49334167	122.980545	0.8	28.782	34.795	0.03
22.49356833	122.9804767	0.8	28.783	34.8	0.02
22.49379833	122.9804033	0.8	28.783	34.798	0.03
22.494035	122.9803233	0.8	28.78	34.793	0.02
22.49427667	122.980235	0.9	28.785	34.795	0.02
22.494545	122.9801467	0.9	28.784	34.782	0.02
22.494775	122.9800233	0.9	28.781	34.804	0.04
22.49502	122.9799083	0.9	28.77	34.797	0.03
22.49526333	122.9797767	0.9	28.771	34.805	0.03
22.495525	122.97966	0.9	28.768	34.804	0.02
22.49577333	122.9795767	0.8	28.765	34.788	0.04
22.496025	122.9795117	0.8	28.758	34.788	0.04
22.49632	122.9795067	1	28.767	34.803	0.01
22.49659	122.9794833	0.8	28.757	34.799	0.02
22.49686667	122.9794833	0.9	28.767	34.801	0.03
22.49711833	122.97946	0.9	28.744	34.771	0.04
22.49739667	122.9794517	0.9	28.763	34.79	0.02
22.49764667	122.979445	0.8	28.77	34.792	0.01
22.49789667	122.9794567	0.8	28.77	34.8	0.03
22.498175	122.97949	0.9	28.778	34.799	0.03
22.498435	122.9795033	0.8	28.781	34.806	0.04
22.49871333	122.9795467	0.9	28.783	34.788	0.01
22.49896333	122.979565	0.8	28.783	34.793	0.03
22.49923	122.9795933	1	28.785	34.794	0.03
22.49950833	122.979645	0.9	28.795	34.807	0.02
22.49978	122.979685	1	28.81	34.804	0.04
22.50005833	122.9797117	0.9	28.809	34.797	0.03
22.50034	122.9797483	1	28.807	34.79	0.03
22.50062833	122.9797817	1	28.802	34.793	0.02
22.50093	122.9797967	1	28.795	34.8	0
22.50124167	122.9798183	1	28.8	34.792	0.02
22.50152	122.97982	1	28.796	34.799	0.01
22.50180833	122.9798167	0.9	28.777	34.783	0.02
22.502125	122.9798233	0.9	28.769	34.79	0.03
22.50239167	122.979815	0.8	28.773	34.789	0.04
22.50265333	122.9797883	0.9	28.759	34.784	0.04
22.50290667	122.9797417	0.9	28.77	34.802	0.04
22.50316833	122.9796633	0.9	28.767	34.795	0.02
22.50343167	122.979565	0.9	28.777	34.788	0.04
22.50369667	122.9794867	0.8	28.785	34.79	0.01
22.503965	122.979405	0.9	28.791	34.794	0.04
22.50422	122.97932	0.9	28.797	34.81	0.02
22.50446	122.9792183	0.9	28.788	34.798	0.03
22.504725	122.9791	1	28.789	34.795	0.04
22.505	122.97899	0.9	28.776	34.784	0.01
22.50525333	122.9788967	0.9	28.778	34.792	0.03
22.50551833	122.9788217	0.9	28.77	34.783	0.03
22.50577333	122.9787117	0.9	28.759	34.788	0.02
22.50604833	122.97868	0.9	28.744	34.8	0.03
22.50631	122.978615	0.9	28.72	34.791	0.03
22.50657	122.9785717	0.9	28.695	34.797	0.03
22.50682	122.9785317	0.9	28.653	34.799	0.04
22.50706	122.9785267	0.8	28.616	34.792	0.03
22.50731667	122.9785267	0.9	28.602	34.798	0.02
22.50758	122.9785433	1	28.586	34.807	0.03
22.50784167	122.978585	0.9	28.572	34.79	0.04
22.508115	122.97864	0.9	28.571	34.795	0.03
22.50839333	122.9786767	0.9	28.569	34.798	0.02
22.50865167	122.9787233	0.9	28.569	34.794	0.03
22.50891833	122.978775	0.9	28.588	34.795	0.03
22.50919	122.97886	1	28.591	34.796	0.04
22.50945167	122.9789617	0.9	28.593	34.79	0.02
22.509705	122.9790633	0.9	28.605	34.794	0.02
22.50995167	122.9791817	0.9	28.619	34.801	0.04
22.5102	122.9792983	0.9	28.614	34.802	0.03
22.51045667	122.9794	0.9	28.614	34.782	0.02
22.51071167	122.979485	0.9	28.622	34.801	0.02
22.51097	122.97956	0.9	28.612	34.782	0.02
22.51123833	122.97966	0.9	28.611	34.806	0.02
22.511505	122.9797183	0.9	28.614	34.793	0.02
22.51176667	122.9797633	0.9	28.615	34.791	0.03
22.51201667	122.9797933	0.9	28.606	34.796	0.03
22.51227167	122.97984	0.9	28.604	34.786	0.02
22.51251833	122.9798533	0.8	28.602	34.803	0.02
22.51275667	122.9798367	0.8	28.599	34.79	0.03
22.51299	122.9798317	0.7	28.599	34.79	0.03
22.51323833	122.9798333	0.8	28.6	34.798	0
22.51349667	122.9797933	0.8	28.603	34.789	0.02
22.51372833	122.9797867	0.7	28.609	34.788	0.02
22.51398167	122.9797567	0.8	28.594	34.787	0.02
22.51424667	122.9797033	0.9	28.603	34.798	0.04
22.51451	122.9796667	0.9	28.593	34.783	0.03
22.51477167	122.9796117	0.9	28.605	34.793	0.01
22.51504667	122.9795283	0.9	28.587	34.782	0.03
22.51532333	122.9794467	1	28.601	34.794	0
22.51558667	122.9793717	0.9	28.596	34.789	0.02
22.51585167	122.9793017	0.9	28.602	34.783	0.03
22.51611667	122.9792433	0.9	28.603	34.802	0.03
22.51637333	122.9792267	0.9	28.607	34.806	0.02
22.51663667	122.9792433	0.9	28.606	34.791	0.02
