Lat	Long	Speed	Temp	Sal	Sig-t	Ssp	Chla	N_N	SRP	DIN_SPR
28.64079167	127.0965967	6.7	27.12	34.743	22.507	NA	0.21	22.88655024	4.071836212	5.744944408
28.64151167	127.0945983	6.9	27.107	34.746	22.514	NA	0.2	22.60874915	4.012789849	5.704483396
28.64223833	127.0925333	6.9	27.107	34.731	22.503	NA	0.22	22.57862327	3.864392078	5.927685137
28.64285	127.090445	6.9	27.108	34.752	22.518	NA	0.21	22.68864822	4.404972687	5.177108179
28.64349833	127.0883333	7.1	27.096	34.743	22.515	NA	0.21	23.34343956	4.756517322	4.965337019
28.64415167	127.0861933	7.1	27.083	34.741	22.518	NA	0.22	23.49394988	4.946226497	4.871864002
28.64482333	127.084065	7.1	27.062	34.732	22.517	NA	0.24	23.86296212	5.547894294	4.319125659
28.64549667	127.0819483	7	27.035	34.729	22.524	NA	0.23	25.07371286	5.554949739	4.553903746
28.64618	127.07985	7	26.994	34.716	22.527	NA	0.28	25.83841007	5.135914452	5.128444064
28.646875	127.077745	7.1	26.992	34.724	22.534	NA	0.28	26.1103765	4.619322015	5.779990956
28.64756667	127.0756317	7.1	26.991	34.718	22.53	NA	0.27	25.7669653	4.952783627	5.289995326
28.64832	127.0734783	7.2	27.02	34.719	22.521	NA	0.3	25.45784758	4.740715379	5.447631669
28.64904667	127.071325	7.1	27.038	34.712	22.511	NA	0.28	25.18588115	4.683492514	5.469337318
28.649785	127.0691967	7.2	27.062	34.717	22.507	NA	0.28	25.76720345	4.894323876	5.344340727
28.65049667	127.067055	7.3	27.095	34.718	22.497	NA	0.3	26.70777387	4.840899967	5.646789282
28.65127167	127.0649233	7.3	27.124	34.724	22.492	NA	0.28	28.04891132	4.933051991	5.732786731
28.65210667	127.0628083	7.2	27.152	34.731	22.488	NA	0.28	29.05509186	4.92232833	5.947929668
28.65293667	127.0606917	7.2	27.165	34.716	22.473	NA	0.28	29.44113178	4.253017923	7.061038338
28.65375333	127.05856	7.3	27.169	34.715	22.471	NA	0.28	29.14296893	4.152031103	7.368447337
28.654605	127.05644	7.3	27.187	34.726	22.474	NA	0.28	29.03449195	4.32244159	6.911790929
28.655445	127.0543133	7.3	27.2	34.727	22.47	NA	0.28	28.86897823	4.418848444	6.656102025
28.656275	127.0521867	7.3	27.194	34.727	22.472	NA	0.27	29.28585847	4.431222425	6.697751583
28.65714167	127.050055	7.3	27.196	34.725	22.469	NA	0.28	29.0253232	4.59099584	6.376414919
28.65801167	127.0479083	7.4	27.203	34.734	22.474	NA	0.28	28.75573826	4.278027361	6.937580119
28.65887333	127.045755	7.4	27.201	34.73	22.472	NA	0.28	28.24526537	4.262137121	6.656994946
28.65973833	127.0436017	7.4	27.219	34.735	22.47	NA	0.3	27.88970855	4.125896004	6.804902964
28.66062	127.0414517	7.5	27.217	34.734	22.469	NA	0.3	27.02498866	4.462244822	6.27377199
28.66147833	127.0393033	7.4	27.228	34.729	22.462	NA	0.27	26.10489907	3.6774462	7.166456019
28.66233333	127.03715	7.4	27.232	34.734	22.464	NA	0.3	26.49427308	4.274707209	6.294593724
28.66321667	127.035005	7.5	27.231	34.732	22.464	NA	0.28	25.9166421	3.822696998	7.281744096
28.66408	127.0328483	7.4	27.236	34.719	22.452	NA	0.27	24.9764289	3.987333073	6.300830555
28.66496	127.0306983	7.4	27.235	34.716	22.451	NA	0.28	24.01918802	3.710834558	6.672132265
28.66582833	127.0285617	7.5	27.223	34.731	22.465	NA	0.26	23.27056589	4.073624098	5.813151099
28.66671	127.0264367	7.3	27.19	34.724	22.471	NA	0.25	22.39751077	3.368451562	6.759275582
28.66757667	127.0243067	7.4	27.132	34.724	22.489	NA	0.26	21.79284985	3.939879681	5.607855652
28.66846333	127.0221983	7.4	27.093	34.731	22.507	NA	0.24	21.60578362	3.852417139	5.634367347
28.66936167	127.0200783	7.4	27.052	34.724	22.515	NA	0.24	21.34917782	3.619682579	6.142933013
28.670285	127.0179333	7.5	27.032	34.738	22.532	NA	0.26	21.33334089	3.743745821	6.029235131
28.67119333	127.0157967	7.5	27.01	34.735	22.536	NA	0.23	20.55566455	3.516177839	6.035505409
28.67211833	127.0136467	7.5	26.992	34.738	22.544	NA	0.23	21.28142436	3.615471898	6.050503021
28.673035	127.0115217	7.4	26.993	34.744	22.549	NA	0.22	21.37632683	4.319559507	5.001782306
28.67399	127.00937	7.4	27	34.738	22.542	NA	0.21	21.24272511	3.179482664	6.930194628
28.67489167	127.0072417	7.5	27.022	34.721	22.523	NA	0.23	21.77498866	3.575399087	6.17955057
28.67585	127.0051217	7.5	27.049	34.738	22.526	NA	0.22	21.61709571	3.609655046	6.17582022
28.67681833	127.0029917	7.5	27.093	34.746	22.519	NA	0.2	22.06326831	3.624764275	6.496051355
28.677775	127.0008533	7.5	27.122	34.725	22.493	NA	0.23	21.04589476	3.242806784	6.626816292
28.67871667	126.9987017	7.6	27.143	34.75	22.505	NA	0.21	21.95764913	3.505151968	6.512359524
28.67966333	126.99657	7.5	27.172	34.744	22.492	NA	0.23	22.26593332	3.229261285	7.170398896
28.68059667	126.994435	7.5	27.178	34.729	22.478	NA	0.21	22.25795532	3.546159456	6.430950517
28.68147833	126.992245	7.5	27.19	34.731	22.476	NA	0.23	22.29736902	3.891625764	5.832526895
28.682375	126.99006	7.5	27.184	34.738	22.483	NA	0.24	22.07529485	3.946548035	5.676798299
28.683075	126.9877867	7.6	27.185	34.732	22.478	NA	0.22	22.8820254	3.989009736	5.852606865
28.68386333	126.985505	7.8	27.179	34.75	22.494	NA	0.24	23.07230665	3.341581307	6.997834089
28.68477	126.98325	7.8	27.154	34.728	22.485	NA	0.23	23.45132116	4.881438896	4.863725363
28.68605167	126.9811617	8	27.14	34.746	22.503	NA	0.25	25.71445339	5.33236418	4.877762627
28.68762	126.9792417	8.3	27.104	34.736	22.507	NA	0.3	31.75796666	6.957166391	4.600495605
28.689405	126.9775267	8.3	27.062	34.745	22.527	NA	0.33	39.87742685	7.439850934	5.421741561
28.691215	126.975845	8.4	26.975	34.731	22.545	NA	0.41	45.01001928	8.058538047	5.601858601
28.69297	126.974085	8.4	26.902	34.719	22.559	NA	0.45	50.91231005	9.018219311	5.668441459
28.69473667	126.9723133	8.3	26.866	34.71	22.564	NA	0.48	59.06034815	9.649822869	6.138402755
28.696465	126.9705283	8.3	26.804	34.7	22.576	NA	0.52	67.32234067	10.49295221	6.43354434
28.69820667	126.9687383	8.3	26.757	34.692	22.585	NA	0.54	72.89038898	10.38056853	7.0582807
28.69990833	126.96698	8.2	26.711	34.671	22.584	NA	0.55	75.24901905	10.92373243	6.916330365
28.70165333	126.9652333	8.3	26.673	34.661	22.588	NA	0.58	77.08360172	10.73780098	7.207164927
28.70343333	126.963495	8.3	26.641	34.654	22.593	NA	0.64	77.96523021	11.8070441	6.62445934
28.70516833	126.961745	8.3	26.62	34.654	22.6	NA	0.64	78.09394988	11.32312267	6.903291731
28.70692167	126.9600117	8.3	26.577	34.622	22.589	NA	0.64	78.23517237	11.28383087	6.940577253
28.70866667	126.9582517	8.3	26.553	34.631	22.603	NA	0.65	78.13086301	11.2218973	6.97555662
28.71042333	126.9564767	8.4	26.534	34.621	22.602	NA	0.64	76.5422885	10.99919198	6.988923517
28.71216	126.9546683	8.3	26.52	34.618	22.604	NA	0.66	76.25853368	11.37292251	6.714887734
28.71385667	126.9528483	8.3	26.51	34.615	22.605	NA	0.67	78.01178839	11.45003067	6.841637057
28.71560833	126.9510683	8.4	26.516	34.616	22.604	NA	0.65	81.83277387	12.13725092	6.76783431
28.717395	126.9493383	8.3	26.512	34.616	22.605	NA	0.64	83.01018372	12.27179928	6.78461616
28.71918333	126.9475917	8.4	26.505	34.616	22.607	NA	0.62	81.10665684	12.79581645	6.354974465
28.72099	126.9458717	8.4	26.506	34.623	22.612	NA	0.61	79.59952937	13.71386117	5.817233216
28.72277667	126.9441333	8.4	26.502	34.611	22.604	NA	0.63	81.48983897	14.26614256	5.71692458
28.72456333	126.9423817	8.3	26.477	34.577	22.587	NA	0.65	83.34609322	14.2415907	5.861255748
28.72633333	126.9406717	8.3	26.456	34.571	22.589	NA	0.66	83.78524042	14.38160956	5.84174203
28.72811333	126.9389317	8.4	26.434	34.541	22.573	NA	0.65	80.70061238	13.63951118	5.926209685
28.72989	126.9371717	8.4	26.409	34.543	22.582	NA	0.67	72.14129054	13.4566189	5.362422474
28.7317	126.93542	8.4	26.394	34.532	22.579	NA	0.64	62.85394647	13.13498881	4.789298766
28.733475	126.9336667	8.3	26.393	34.537	22.583	NA	0.65	58.70133817	13.9259965	4.228142381
28.73518667	126.9318983	8.2	26.385	34.537	22.585	NA	0.66	63.59673395	14.79845377	4.302967622
28.73687667	126.93013	8.2	26.382	34.524	22.577	NA	0.63	74.19497051	15.62334813	4.749988962
28.73853667	126.9283583	8.1	26.373	34.512	22.571	NA	0.65	79.91388637	15.92261915	5.023378227
28.74018333	126.9265633	8.1	26.357	34.506	22.571	NA	0.64	80.53081198	15.24100013	5.285618084
28.74177333	126.924775	8	26.353	34.508	22.574	NA	0.6	79.65120776	15.15688067	5.262287317
28.74330167	126.92302	7.4	26.339	34.489	22.564	NA	0.63	77.31008165	15.27775279	5.066710896
28.74456833	126.92157	6	26.327	34.493	22.571	NA	0.66	73.87870832	15.65315486	4.724630001
28.74562833	126.9204217	4.9	26.32	34.497	22.576	NA	0.63	71.78918689	15.14871908	4.74219836
28.74656667	126.91948	4.3	26.307	34.488	22.573	NA	0.63	70.97066795	15.12416722	4.699660483
28.74743333	126.9186383	3.8	26.3	34.496	22.581	NA	0.62	70.28408369	14.54299256	4.838639662
28.74817	126.9179217	3.3	26.303	34.506	22.588	NA	0.65	69.5845203	14.54868038	4.788320846
28.74877667	126.9173067	2.6	26.308	34.507	22.587	NA	0.62	67.73814924	14.66134676	4.620400691
28.74928	126.91682	2.1	26.311	34.514	22.592	NA	0.63	66.64194829	15.02550392	4.438083931
28.74976667	126.9165917	1.7	26.314	34.517	22.593	NA	0.62	64.61315491	14.58580232	4.431678255
28.75015	126.9166567	1.2	26.315	34.519	22.594	NA	0.62	61.71154457	14.40777271	4.284829754
28.75044	126.91679	1.1	26.319	34.531	22.602	NA	0.61	58.93353368	14.02627109	4.204494745
28.75073333	126.9168817	1	26.318	34.517	22.592	NA	0.6	56.70338512	14.30001314	3.983396779
28.75105833	126.916975	1.2	26.321	34.533	22.603	NA	0.62	54.57278294	14.43623303	3.781892168
28.75135333	126.9170783	1.1	26.319	34.514	22.589	NA	0.61	53.14829326	14.33691775	3.71199515
28.75165833	126.917175	1	26.32	34.525	22.597	NA	0.6	51.81060898	14.126673	3.673258135
28.75199	126.9173367	1.3	26.324	34.534	22.602	NA	0.62	51.51173169	14.13798328	3.645359682
28.75238667	126.91753	1.6	26.322	34.524	22.596	NA	0.62	51.87264686	14.22527264	3.647621636
28.75281667	126.9177467	1.7	26.324	34.526	22.597	NA	0.62	51.8832445	14.46573585	3.588243625
28.753265	126.917995	1.8	26.323	34.527	22.598	NA	0.61	51.9371853	14.34788167	3.62564324
28.75373	126.9182217	1.6	26.322	34.539	22.607	NA	0.6	51.4610059	14.34840291	3.587944696
28.75413667	126.918415	1.4	26.301	34.524	22.603	NA	0.63	50.07735881	13.94486736	3.599398644
28.75444	126.9185983	1.2	26.282	34.53	22.612	NA	0.66	49.45626559	14.78966824	3.346457558
28.75471333	126.9187083	1	26.259	34.531	22.621	NA	0.64	48.46639828	14.1048581	3.444857518
28.75496833	126.9188017	0.8	26.236	34.518	22.618	NA	0.63	47.95521093	14.26979809	3.366978145
28.75514167	126.91885	0.6	26.24	34.545	22.637	NA	0.65	48.32219891	14.61404874	3.310897507
28.755305	126.9188783	0.5	26.208	34.52	22.628	NA	0.64	47.29970515	14.42036743	3.291686465
28.75545333	126.91893	0.6	26.203	34.524	22.633	NA	0.63	47.6921751	14.44489806	3.314052057
28.75563167	126.9189883	0.6	26.197	34.531	22.64	NA	0.62	47.37174529	14.9061565	3.186345656
28.75579667	126.919035	0.6	26.195	34.534	22.643	NA	0.62	47.58691313	14.39625023	3.307556556
28.75596667	126.919075	0.6	26.202	34.544	22.648	NA	0.6	47.63454298	15.52186982	3.087295853
28.75616167	126.91914	0.8	26.218	34.524	22.628	NA	0.63	48.10784078	22.90187998	2.217581042
28.82418	126.9178717	14.1	25.914	34.417	22.642	NA	0.79	62.5527699	26.8109246	2.334370708
28.82622167	126.9140283	14.1	25.899	34.465	22.683	NA	0.85	68.35540006	26.64878522	2.56570854
28.828085	126.9101	14	25.898	34.471	22.688	NA	0.86	72.43597307	26.93461855	2.690588797
28.829375	126.9059567	13.7	25.889	34.489	22.704	NA	0.91	70.41313827	26.69072568	2.639451107
28.8305	126.9017183	14	25.897	34.487	22.7	NA	0.94	69.23168474	25.74083511	2.691672676
28.83139333	126.897435	13.9	25.905	34.496	22.705	NA	0.97	71.3747946	26.29806575	2.714891731
28.832155	126.893125	13.9	25.907	34.501	22.707	NA	0.99	68.39198022	25.10975279	2.724779226
28.83310667	126.8888317	13.9	25.917	34.503	22.706	NA	0.99	58.18586123	26.00585017	2.237651571
28.83455833	126.8846617	14.2	25.918	34.49	22.696	NA	1.02	51.68605887	25.77882465	2.005787442
28.83604	126.880455	14.3	25.923	34.504	22.705	NA	1.03	51.87646404	26.41856858	1.964051457
28.837505	126.8761917	14.5	25.925	34.513	22.711	NA	1.05	54.93573403	26.2237582	2.095424075
28.838965	126.8718883	14.5	25.924	34.486	22.691	NA	1.09	59.94913761	27.20495215	2.204920277
28.84043667	126.8675633	14.5	25.928	34.5	22.701	NA	1.12	63.36015402	27.53515727	2.301478116
28.84193667	126.8632467	14.6	25.928	34.487	22.691	NA	1.04	66.40346802	28.37867712	2.340466989
28.84341	126.8589133	14.6	25.92	34.465	22.676	NA	1.12	67.86535198	28.29023746	2.401280291
28.84487	126.854545	14.7	25.9	34.444	22.667	NA	1.09	67.09196717	27.69030657	2.423476348
28.846365	126.8502017	14.6	25.895	34.436	22.663	NA	1.08	65.61135769	27.34156256	2.40010354
28.84785333	126.8458617	14.7	25.879	34.422	22.657	NA	1.09	62.86216771	27.60855307	2.277828398
28.84929	126.84151	14.5	25.869	34.423	22.661	NA	1.1	59.9611576	27.7752512	2.160530938
28.850755	126.8371617	14.6	25.862	34.413	22.655	NA	1.11	60.47377869	28.73699451	2.104629011
28.85219833	126.8328017	14.6	25.856	34.411	22.656	NA	1.13	64.5360142	29.66105219	2.17612567
28.85359667	126.828405	14.7	25.854	34.406	22.652	NA	1.13	68.01621297	29.38281676	2.316628874
28.85504167	126.8240367	14.7	25.86	34.419	22.66	NA	1.18	70.52845416	29.6464642	2.380790202
28.85645667	126.8196617	14.6	25.855	34.412	22.657	NA	1.16	74.85598793	30.86516879	2.42582296
28.85787667	126.8152967	14.7	25.849	34.398	22.648	NA	1.19	74.60522163	29.60072479	2.521449153
28.85957333	126.81107	14.6	25.848	34.414	22.661	NA	1.22	66.99254786	27.72480108	2.416011993
28.86175667	126.8071317	14.7	25.845	34.403	22.653	NA	1.2	58.54694714	26.71838207	2.191506334
28.86470833	126.803925	14.6	25.836	34.41	22.661	NA	1.21	51.55941513	26.54666932	1.942017914
28.867755	126.800865	14.5	25.844	34.405	22.655	NA	1.24	43.16132517	25.88717083	1.667606357
28.870785	126.7978517	14.4	25.838	34.409	22.66	NA	1.2	37.49325903	25.42461014	1.474175063
28.87380333	126.7948167	14.4	25.839	34.399	22.652	NA	1.22	32.60001144	24.42928407	1.335351434
28.876825	126.7917883	14.4	25.844	34.417	22.664	NA	1.16	29.1102964	21.7403841	1.339583261
28.87985833	126.78875	14.4	25.845	34.421	22.667	NA	1.13	26.52614385	19.93618465	1.330607306
28.88288	126.7857233	14.4	25.842	34.445	22.686	NA	1.05	25.57855287	20.09528487	1.274971679
28.88590167	126.782725	14.3	25.845	34.461	22.697	NA	0.99	25.27110705	17.48266791	1.447838392
28.88892333	126.7797417	14.3	25.853	34.487	22.714	NA	0.98	25.08571272	16.33918262	1.536899808
28.89193167	126.776765	14.2	25.866	34.528	22.74	NA	0.94	25.6650156	15.47636408	1.66388477
28.89494833	126.7738233	14.2	25.874	34.538	22.745	NA	0.9	25.08465075	14.91168749	1.684535623
28.89795333	126.7708783	14.2	25.909	34.597	22.779	NA	0.87	25.14836052	15.512986	1.623253495
28.90096167	126.767965	14.1	25.928	34.618	22.79	NA	0.83	25.46522294	15.68697811	1.624378663
28.903905	126.76501	14.1	25.942	34.624	22.789	NA	0.81	25.97415271	15.4192278	1.68524396
28.90694833	126.76211	14.1	25.977	34.64	22.79	NA	0.84	25.83341136	16.02143806	1.615535235
28.90996333	126.75917	14.2	25.984	34.645	22.792	NA	0.81	25.86497099	15.03857257	1.721854798
28.912995	126.7562383	14.1	25.999	34.647	22.789	NA	0.82	25.5479992	15.476668	1.652395662
28.91568	126.7529167	14.1	26.018	34.652	22.787	NA	0.85	24.69173845	15.68530657	1.574774848
28.91806667	126.74932	14.2	26.032	34.643	22.775	NA	0.84	23.82154598	15.20785398	1.566952348
28.92039167	126.7456917	14.2	26.036	34.644	22.775	NA	0.81	23.48778467	15.08188065	1.559637329
28.92271167	126.7420717	14.2	26.035	34.641	22.773	NA	0.81	23.47111908	15.28413698	1.538566777
28.92501	126.73843	14.1	26.05	34.645	22.771	NA	0.83	24.28940471	14.93843213	1.629691296
28.92731	126.7347783	14.2	26.048	34.643	22.771	NA	0.81	23.86752819	14.51279727	1.646471984
28.92964	126.7311217	14.3	26.058	34.656	22.778	NA	0.83	24.71677323	14.63208444	1.689976735
28.93195833	126.7274333	14.3	26.054	34.65	22.774	NA	0.84	24.25107724	14.80531676	1.638523277
28.934685	126.7241717	14.2	26.054	34.654	22.777	NA	0.84	23.45173416	14.18365586	1.655618816
28.93759167	126.7211133	14.2	26.057	34.655	22.777	NA	0.82	23.72811121	13.80391237	1.721427705
28.94074	126.7182883	14.4	26.059	34.654	22.776	NA	0.82	23.38946784	13.58949938	1.723653233
28.94406333	126.7157417	14.4	26.051	34.663	22.785	NA	0.81	22.52606262	13.2925731	1.698142232
28.94743667	126.7132183	14.5	26.041	34.67	22.793	NA	0.8	22.58334236	12.6116485	1.793650955
28.95078833	126.7105933	14.5	26.014	34.657	22.792	NA	0.8	22.35615284	12.66073099	1.771016867
28.954115	126.7079467	14.6	25.996	34.67	22.808	NA	0.76	21.55549994	11.40646819	1.898708262
28.957435	126.7052767	14.5	25.968	34.664	22.812	NA	0.77	20.53586882	12.09301524	1.704553746
28.96071833	126.7026033	14.4	25.949	34.671	22.822	NA	0.8	20.90607666	12.15516614	1.724345427
28.96396	126.69993	14.3	25.935	34.662	22.82	NA	0.77	20.92382363	11.94546385	1.755757378
28.967165	126.6971667	14.4	25.925	34.663	22.824	NA	0.74	21.32106141	11.41285043	1.874369104
28.970395	126.6944267	14.5	25.923	34.668	22.828	NA	0.78	21.50706082	12.13571549	1.773947752
28.973615	126.6916833	14.5	25.928	34.668	22.827	NA	0.76	22.95965696	15.83027468	1.458817044
28.97682833	126.6889233	14.5	25.943	34.668	22.822	NA	0.8	38.17823178	23.97979178	1.580289956
28.98002333	126.6861383	14.4	25.962	34.621	22.781	NA	0.83	68.12133598	30.56854643	2.219897171
28.98314333	126.6832133	14.5	25.949	34.517	22.707	NA	0.87	96.41323241	34.37570663	2.799684672
28.986225	126.6803017	14.1	25.9	34.412	22.643	NA	1	149.7479503	39.77766791	3.745596502
28.98899333	126.67773	12.3	25.842	34.32	22.592	NA	1.06	241.0719969	46.23497873	5.201156398
28.99142	126.675485	10.8	25.756	34.215	22.539	NA	1.12	319.1737595	49.74202153	6.413544005
28.993505	126.6735167	9.2	25.718	34.167	22.515	NA	1.06	371.9468025	52.57786505	7.073094443
28.99526833	126.67191	7.5	25.651	34.115	22.496	NA	1.21	415.115882	55.03457292	7.542338333
28.996625	126.670665	5.8	25.606	34.077	22.482	NA	1.26	447.0364584	56.85807106	7.863614092
28.997665	126.6697133	4.2	25.534	34.028	22.467	NA	1.26	442.596766	56.79379275	7.795685123
28.9984	126.6690217	3.1	25.503	34.012	22.464	NA	1.22	415.025638	56.03187445	7.40701378
28.998955	126.6684267	2.6	25.463	33.986	22.457	NA	1.29	394.4466907	55.27421097	7.138164697
28.999455	126.6679233	2.2	25.442	33.999	22.473	NA	1.29	377.1836143	53.76906521	7.014714719
28.99969333	126.6676817	0.6	25.432	33.997	22.475	NA	1.28	360.783829	52.47225412	6.875747275
28.999825	126.6676483	0.3	25.422	33.998	22.478	NA	1.3	349.3507651	51.68480684	6.760812329
28.99992833	126.6675933	0.4	25.405	33.995	22.481	NA	1.28	339.1592923	50.28451223	6.745849047
29.00005	126.6675317	0.4	25.393	33.996	22.485	NA	1.27	331.707012	52.59944312	6.318092196
29.41829333	129.21011	15	26.294	34.836	22.839	1537.1	0.29	31.90576062	14.85023171	2.151209458
29.42206833	129.2121617	15	26.307	34.839	22.837	1537.14	0.3	30.73257988	14.29225575	2.153799025
29.425835	129.2142317	15	26.312	34.844	22.839	1537.15	0.31	29.03838243	15.03133476	1.933590448
29.42961167	129.2162883	15	26.324	34.852	22.841	1537.19	0.31	27.86001573	13.97436887	1.995065247
29.43337833	129.21832	15	26.327	34.849	22.839	1537.19	0.3	27.44122017	14.00019519	1.96308438
29.437155	129.2203517	15	26.322	34.847	22.839	1537.18	0.31	27.53445232	13.87441146	1.985429891
29.44092333	129.222425	14.9	26.329	34.843	22.833	1537.19	0.3	27.27077476	14.15786325	1.932715123
29.44467167	129.2245367	14.9	26.32	34.831	22.827	1537.15	0.3	27.21741693	14.57235968	1.870600704
29.448425	129.226595	14.9	26.323	34.847	22.838	1537.18	0.29	27.01620145	13.90597696	1.946783995
29.45217833	129.2286583	15	26.329	34.845	22.835	1537.19	0.29	26.69363437	13.9062958	1.925308612
29.45590833	129.23075	14.9	26.32	34.839	22.833	1537.16	0.3	26.65157043	14.09616705	1.890872435
29.45965167	129.23287	14.9	26.327	34.857	22.845	1537.21	0.28	26.63739545	14.29640071	1.864710052
29.463415	129.234955	14.9	26.319	34.84	22.834	1537.16	0.27	26.31575032	14.24809593	1.849452516
29.46717167	129.2370633	14.9	26.321	34.86	22.848	1537.2	0.32	26.16662499	14.32366182	1.828891318
29.47089667	129.2391383	15	26.331	34.852	22.84	1537.21	0.27	26.64315764	13.72359853	1.942793491
29.474635	129.241215	14.9	26.326	34.847	22.838	1537.19	0.28	26.34767282	13.63751081	1.932941857
29.47842167	129.2431283	14.8	26.329	34.846	22.836	1537.2	0.25	25.74068432	13.48430655	1.912452657
29.482145	129.2450817	14.7	26.333	34.849	22.837	1537.21	0.25	25.13577021	13.07060723	1.929388514
29.48589333	129.24699	14.8	26.34	34.85	22.835	1537.23	0.23	24.81954153	12.66089346	1.961171422
29.48965667	129.248905	14.8	26.353	34.856	22.835	1537.26	0.22	25.09347577	12.33057169	2.035906935
29.49342833	129.2508433	14.8	26.356	34.846	22.828	1537.26	0.21	26.03881974	12.034685	2.169176485
29.49718833	129.2527717	14.7	26.374	34.845	22.821	1537.3	0.21	25.46686532	12.56986366	2.028031861
29.50097167	129.25466	14.8	26.394	34.852	22.82	1537.35	0.21	25.16953661	12.19139654	2.069897395
29.50470333	129.25659	14.7	26.412	34.85	22.812	1537.39	0.17	25.12320864	12.21100541	2.064484085
29.50845167	129.2585183	14.7	26.423	34.861	22.817	1537.43	0.19	24.934209	11.82568315	2.116779555
29.51218833	129.2604267	14.7	26.432	34.843	22.801	1537.43	0.2	25.1988085	12.08155498	2.089301028
29.51594	129.26235	14.7	26.448	34.85	22.801	1537.47	0.21	24.94112362	12.18517909	2.055011826
29.519695	129.264235	14.7	26.458	34.849	22.797	1537.49	0.2	25.45107694	12.23428098	2.081208361
29.523465	129.2661	14.8	26.468	34.842	22.789	1537.51	0.22	25.02294664	12.4386596	2.025599501
29.5272	129.26809	14.7	26.48	34.851	22.792	1537.55	0.22	25.44197268	12.62311051	2.019901905
29.53093333	129.2699767	14.7	26.493	34.855	22.791	1537.58	0.21	25.26876142	12.36787636	2.044619298
29.534685	129.2718983	14.6	26.502	34.854	22.787	1537.6	0.21	25.11375866	12.73279264	1.975049507
29.53839833	129.2737683	14.6	26.504	34.845	22.78	1537.59	0.22	24.93190412	12.53160245	1.992695193
29.54211167	129.275725	14.5	26.512	34.854	22.784	1537.62	0.24	24.73633559	12.32451366	2.010154363
29.54581667	129.2776683	14.6	26.519	34.852	22.78	1537.64	0.22	24.95403091	12.20973003	2.047939445
29.54953	129.2795567	14.7	26.518	34.851	22.78	1537.63	0.26	25.10718977	12.31494836	2.044081903
29.55326833	129.28147	14.6	26.536	34.84	22.766	1537.66	0.23	25.19235486	12.34507906	2.043937318
29.55699	129.28344	14.6	26.541	34.861	22.78	1537.7	0.25	25.51434572	11.8766981	2.157156681
29.5607	129.285385	14.6	26.547	34.851	22.77	1537.7	0.23	25.70910755	12.24687529	2.103927208
29.56441667	129.2873383	14.6	26.55	34.852	22.77	1537.71	0.23	25.83472317	11.80511775	2.190008797
29.56813167	129.2892717	14.6	26.548	34.846	22.767	1537.7	0.24	25.73607457	11.87175602	2.172292782
29.57183833	129.2912367	14.6	26.554	34.838	22.759	1537.7	0.24	26.19969993	11.89822003	2.211356071
29.57552	129.2931483	14.5	26.561	34.852	22.767	1537.73	0.22	26.31932288	12.23858536	2.151990226
29.57921833	129.29504	14.5	26.561	34.845	22.762	1537.72	0.22	26.03663011	11.87813289	2.19616549
29.58291833	129.2969433	14.5	26.561	34.837	22.756	1537.71	0.22	25.44473853	11.66769624	2.183878878
29.58661333	129.29888	14.5	26.56	34.846	22.763	1537.72	0.24	24.63054188	11.93074205	2.066106662
29.59031167	129.3008333	14.5	26.553	34.836	22.757	1537.69	0.22	24.91242794	11.74055196	2.13017849
29.59399833	129.30273	14.5	26.55	34.827	22.752	1537.67	0.21	24.94066264	11.71727639	2.131197127
29.59768667	129.3046283	14.5	26.554	34.845	22.764	1537.71	0.2	24.75604226	11.72110251	2.120990754
29.601375	129.306515	14.4	26.554	34.832	22.755	1537.69	0.22	24.4905208	11.92771304	2.056569315
29.60506333	129.30841	14.4	26.549	34.815	22.743	1537.66	0.22	24.35948873	11.48834683	2.121252381
29.60874667	129.3102133	14.4	26.554	34.819	22.744	1537.67	0.22	24.36490518	12.11774371	2.027873998
29.61244333	129.312025	14.4	26.556	34.813	22.739	1537.67	0.22	24.81147447	12.41458692	1.999764778
29.61615167	129.3138117	14.4	26.542	34.801	22.735	1537.62	0.25	25.2692224	12.14612077	2.086712471
29.61986	129.3155967	14.4	26.545	34.79	22.726	1537.61	0.29	26.23507974	12.55041421	2.093828257
29.62357333	129.3174033	14.5	26.543	34.783	22.721	1537.6	0.24	26.87306879	12.31925274	2.187605719
29.62728833	129.31922	14.5	26.537	34.784	22.724	1537.59	0.29	27.91014674	12.44248572	2.248414618
29.63097167	129.32108	14.4	26.526	34.793	22.734	1537.57	0.29	29.64756057	12.42973199	2.393904658
29.634665	129.3229133	14.5	26.531	34.784	22.725	1537.57	0.31	29.18658582	11.48101343	2.545560512
29.63838667	129.3248	14.5	26.511	34.76	22.714	1537.5	0.31	28.23329004	12.05110544	2.346858058
29.64210833	129.3266533	14.5	26.515	34.76	22.713	1537.5	0.35	28.26290766	12.96140337	2.182304548
29.64583667	129.3284983	14.5	26.508	34.744	22.703	1537.47	0.29	28.40327447	12.36628215	2.301434755
29.64955167	129.33036	14.5	26.511	34.768	22.72	1537.51	0.31	27.65303807	11.86282841	2.331818613
29.65327833	129.3321967	14.5	26.498	34.754	22.714	1537.46	0.31	27.30811371	11.52373844	2.372792579
29.65700333	129.3340133	14.5	26.494	34.75	22.711	1537.44	0.3	27.15149754	12.0963812	2.247904349
