Site1	Site2	Dist_Jaccard	Sim_Jaccard
3	26	0.5170127664237576	0.4829872335762424
4	26	0.5360233665080052	0.4639766334919948
5	26	0.5667990468625893	0.4332009531374107
6	26	0.5212260285199147	0.47877397148008527
7	26	0.544290862152423	0.45570913784757705
8	26	0.543115512972333	0.45688448702766704
9	26	0.527180715024215	0.47281928497578496
10	26	0.506703448275862	0.493296551724138
11	26	0.5170127664237576	0.4829872335762424
12	26	0.4346769995951651	0.5653230004048349
13	26	0.5139186295503212	0.4860813704496788
14	26	0.4678177186527031	0.532182281347297
15	26	0.6538346762160548	0.34616532378394516
16	26	0.7569578396252411	0.2430421603747589
17	26	0.7385224889303192	0.26147751106968076
18	26	0.7650118634787371	0.23498813652126294
19	26	0.768877365356623	0.231122634643377
20	26	0.46242117820826	0.53757882179174
21	26	0.48649555443717496	0.513504445562825
22	26	0.3895037486611924	0.6104962513388076
23	26	0.802866115263833	0.197133884736167
24	26	0.3474172670655758	0.6525827329344243
25	26	0.3092203898050975	0.6907796101949025
1	27	0.674275078369906	0.32572492163009403
2	27	0.6563741064336776	0.34362589356632245
3	27	0.634409687184662	0.36559031281533805
4	27	0.554089427854052	0.445910572145948
5	27	0.5548614448181964	0.44513855518180356
6	27	0.6693869524605477	0.3306130475394523
7	27	0.6375717305949864	0.3624282694050136
8	27	0.6447348655550549	0.3552651344449451
9	27	0.6235060774042618	0.3764939225957382
10	27	0.45707444989168855	0.5429255501083114
11	27	0.4340430455912983	0.5659569544087018
12	27	0.5128571428571429	0.4871428571428571
13	27	0.5484286173978333	0.45157138260216667
14	27	0.47067465250310764	0.5293253474968924
15	27	0.47532672374943663	0.5246732762505634
16	27	0.608574953732264	0.391425046267736
17	27	0.5750763398968095	0.4249236601031905
18	27	0.6229458153141695	0.3770541846858305
19	27	0.6143252099119394	0.3856747900880606
20	27	0.3731441966700727	0.6268558033299273
21	27	0.4123650868137025	0.5876349131862975
22	27	0.3224246931944961	0.6775753068055039
23	27	0.6536337860020893	0.3463662139979107
24	27	0.5463236478865675	0.4536763521134325
25	27	0.48556401074306177	0.5144359892569382
26	27	0.4724871606749817	0.5275128393250184
1	28	0.8676150627615062	0.13238493723849376
2	28	0.861996467916912	0.13800353208308802
3	28	0.8578663065496286	0.1421336934503714
4	28	0.7640880445702805	0.23591195542971954
5	28	0.7504501592871324	0.24954984071286757
6	28	0.861805029859534	0.138194970140466
7	28	0.848193386389752	0.15180661361024805
8	28	0.852247667514843	0.14775233248515696
9	28	0.8248881941730711	0.17511180582692887
10	28	0.6840416220947194	0.3159583779052806
11	28	0.6930023663495436	0.3069976336504564
12	28	0.7451780415430267	0.2548219584569733
13	28	0.7475588875005785	0.25244111249942147
14	28	0.7263400630617911	0.2736599369382089
15	28	0.5601191742924025	0.43988082570759746
16	28	0.5283306144643828	0.4716693855356172
17	28	0.44169977543617206	0.558300224563828
18	28	0.40396296514713687	0.5960370348528632
19	28	0.4014766686355582	0.5985233313644418
20	28	0.6382893081761006	0.36171069182389937
21	28	0.6769005133219261	0.32309948667807387
22	28	0.6650882904212292	0.3349117095787708
23	28	0.3750225157610327	0.6249774842389673
24	28	0.8020007967774778	0.19799920322252218
25	28	0.7669035903043558	0.23309640969564416
26	28	0.7698740966319713	0.23012590336802874
27	28	0.5847408879359933	0.4152591120640067
1	29	0.891632878732031	0.10836712126796899
2	29	0.8790075387291857	0.12099246127081431
3	29	0.8784035807534502	0.12159641924654985
4	29	0.8030517470145954	0.19694825298540464
5	29	0.7611352712291142	0.23886472877088583
6	29	0.8850574712643678	0.11494252873563215
7	29	0.8624690008826867	0.13753099911731326
8	29	0.8682251589160254	0.13177484108397464
9	29	0.8499978753240132	0.15000212467598684
10	29	0.7890733366146137	0.21092666338538635
11	29	0.7883143049026192	0.21168569509738078
12	29	0.8305677988073632	0.1694322011926368
13	29	0.8357997074765551	0.16420029252344492
14	29	0.8174350010924185	0.1825649989075815
15	29	0.6882361494837865	0.31176385051621347
16	29	0.6357999798366771	0.36420002016332287
17	29	0.5007202216066482	0.4992797783933518
18	29	0.43185768918762313	0.5681423108123769
19	29	0.38964593870871767	0.6103540612912823
20	29	0.7537186276767212	0.24628137232327885
21	29	0.7765923782830795	0.22340762171692052
22	29	0.7678473866326717	0.2321526133673283
23	29	0.3790728318160039	0.6209271681839961
24	29	0.8442517936453707	0.15574820635462927
25	29	0.8124012638230648	0.18759873617693523
26	29	0.8168145848817383	0.1831854151182617
27	29	0.6975166041004908	0.30248339589950923
28	29	0.4374061669938792	0.5625938330061209
1	30	0.8656803989774108	0.13431960102258922
2	30	0.8608106401784587	0.13918935982154135
3	30	0.8574443834691207	0.14255561653087934
4	30	0.7633755197148994	0.23662448028510064
5	30	0.750184706316956	0.249815293683044
6	30	0.8573961499493415	0.14260385005065845
7	30	0.8530383930841596	0.14696160691584037
8	30	0.8555602536997886	0.1444397463002114
9	30	0.8281595012339265	0.17184049876607355
10	30	0.7196177681063437	0.2803822318936563
11	30	0.7291764484928162	0.27082355150718385
12	30	0.7750169721656484	0.22498302783435165
13	30	0.7751832745044801	0.2248167254955199
14	30	0.7487402339235357	0.2512597660764643
15	30	0.612	0.388
16	30	0.5600893759642496	0.43991062403575043
17	30	0.4639614074914869	0.5360385925085132
18	30	0.41199249002581556	0.5880075099741844
19	30	0.4281897903478715	0.5718102096521285
20	30	0.6761555392516508	0.32384446074834916
21	30	0.7082518016513148	0.29174819834868515
22	30	0.676608644631332	0.32339135536866803
23	30	0.38940791431121696	0.610592085688783
24	30	0.803448275862069	0.19655172413793098
25	30	0.7600897888130468	0.23991021118695322
26	30	0.7566723322155359	0.24332766778446413
27	30	0.5888425443169969	0.4111574556830031
28	30	0.21947368421052632	0.7805263157894737
29	30	0.4577729655801231	0.542227034419877
1	31	0.7933125278644673	0.20668747213553273
2	31	0.7852975495915986	0.2147024504084014
3	31	0.7776171980850872	0.22238280191491278
4	31	0.6758964825595617	0.3241035174404383
5	31	0.6710203279976431	0.3289796720023569
6	31	0.7828394117911589	0.2171605882088411
7	31	0.7651808932889275	0.23481910671107253
8	31	0.7705655235066999	0.22943447649330007
9	31	0.7418770046018687	0.2581229953981313
10	31	0.5696015220378395	0.43039847796216046
11	31	0.5761481403545688	0.42385185964543115
12	31	0.6457520264184929	0.35424797358150706
13	31	0.6394892932542475	0.3605107067457525
14	31	0.6069994853319609	0.3930005146680391
15	31	0.46154720627522305	0.538452793724777
16	31	0.505466593042518	0.49453340695748205
17	31	0.4290109124680752	0.5709890875319248
18	31	0.4255715199813856	0.5744284800186144
19	31	0.45554667884044736	0.5444533211595526
20	31	0.521791370835609	0.478208629164391
21	31	0.5415454251535725	0.4584545748464275
22	31	0.5349932341001353	0.46500676589986467
23	31	0.44519761029411764	0.5548023897058824
24	31	0.715363804641891	0.284636195358109
25	31	0.6612919180927886	0.33870808190721136
26	31	0.66235049915983	0.33764950084017
27	31	0.42913522925130587	0.5708647707486941
28	31	0.33769424482525645	0.6623057551747435
29	31	0.5356311887884855	0.4643688112115145
30	31	0.37020533509965675	0.6297946649003432
1	32	0.8046636929735459	0.1953363070264541
2	32	0.7998935840021283	0.2001064159978717
3	32	0.7731290512669416	0.22687094873305835
4	32	0.7097912098388788	0.2902087901611212
5	32	0.723181432210586	0.27681856778941405
6	32	0.7857879861827644	0.21421201381723565
7	32	0.7807009640508153	0.21929903594918465
8	32	0.7751832745044801	0.2248167254955199
9	32	0.752431435814704	0.24756856418529605
10	32	0.5564030081604353	0.4435969918395647
11	32	0.5906061237242242	0.40939387627577584
12	32	0.644327573253193	0.355672426746807
13	32	0.6265793880347085	0.3734206119652915
14	32	0.5878854280795116	0.4121145719204884
15	32	0.5495954128931998	0.4504045871068002
16	32	0.640241145440844	0.359758854559156
17	32	0.6148216387737346	0.38517836122626536
18	32	0.6199265755659801	0.3800734244340199
19	32	0.6488442913484099	0.35115570865159007
20	32	0.5195274040039384	0.4804725959960616
21	32	0.42493016759776536	0.5750698324022346
22	32	0.5576338928856914	0.44236610711430857
23	32	0.6169647419519673	0.38303525804803273
24	32	0.6942930194413623	0.30570698055863765
25	32	0.6609607678226883	0.3390392321773117
26	32	0.6630112625963248	0.3369887374036752
27	32	0.47883999325577475	0.5211600067442252
28	32	0.48159784560143626	0.5184021543985637
29	32	0.6506282409254088	0.34937175907459117
30	32	0.5328490893321769	0.4671509106678231
31	32	0.4134818288393904	0.5865181711606096
1	33	0.7956214123615005	0.20437858763849948
2	33	0.7888849114014677	0.21111508859853234
3	33	0.7623576752480681	0.23764232475193192
4	33	0.6998126531200461	0.30018734687995385
5	33	0.7033630353549871	0.2966369646450129
6	33	0.7816340310600945	0.21836596893990545
7	33	0.7683836912995996	0.2316163087004004
8	33	0.7676546919819697	0.23234530801803033
9	33	0.7467703847756633	0.25322961522433673
10	33	0.5582485484472381	0.44175145155276185
11	33	0.5878854280795116	0.4121145719204884
12	33	0.6454131424853611	0.3545868575146389
13	33	0.6272759547598519	0.3727240452401481
14	33	0.5960161842514784	0.4039838157485216
15	33	0.5404443485763589	0.4595556514236411
16	33	0.6252539618041446	0.3747460381958554
17	33	0.5927100665557404	0.40728993344425957
18	33	0.5895779051589369	0.41042209484106307
19	33	0.6212429954151808	0.3787570045848192
20	33	0.5464017185821698	0.4535982814178302
21	33	0.45337142857142854	0.5466285714285715
22	33	0.556941778630838	0.44305822136916195
23	33	0.6006617723089649	0.3993382276910351
24	33	0.7187692307692308	0.2812307692307692
25	33	0.6769321014811556	0.32306789851884443
26	33	0.6753780648950228	0.32462193510497717
27	33	0.46311964113338255	0.5368803588666174
28	33	0.5090348171000441	0.49096518289995594
29	33	0.6367620390892605	0.36323796091073945
30	33	0.5495176848874598	0.4504823151125402
31	33	0.3815104945284937	0.6184895054715063
32	33	0.2663335895465027	0.7336664104534973
1	34	0.787256922663321	0.21274307733667897
2	34	0.7813597478613237	0.21864025213867633
3	34	0.75231641543355	0.24768358456645
4	34	0.6899322362052275	0.3100677637947725
5	34	0.6959286918814743	0.3040713081185257
6	34	0.7729621905884486	0.22703780941155138
7	34	0.763488510210608	0.23651148978939196
8	34	0.7615081907202342	0.23849180927976577
9	34	0.7355290819901892	0.2644709180098108
10	34	0.5436642453591606	0.4563357546408394
11	34	0.5747985888052235	0.4252014111947765
12	34	0.6296390056199686	0.37036099438003145
13	34	0.6154082259054635	0.3845917740945365
14	34	0.578988817136557	0.42101118286344297
15	34	0.5466358803629919	0.45336411963700807
16	34	0.6429001203369434	0.35709987966305656
17	34	0.6229266307113055	0.3770733692886945
18	34	0.6147704590818364	0.38522954091816364
19	34	0.6415198514279978	0.35848014857200217
20	34	0.5209027815727636	0.4790972184272364
21	34	0.42703550880455626	0.5729644911954437
22	34	0.540601747007441	0.459398252992559
23	34	0.6269277597402597	0.3730722402597403
24	34	0.7015591268889423	0.2984408731110577
25	34	0.6561072492552135	0.34389275074478654
26	34	0.6539685697234932	0.34603143027650685
27	34	0.43567217662697955	0.5643278233730205
28	34	0.5222234356230206	0.47777656437697935
29	34	0.6531130244363709	0.34688697556362913
30	34	0.5594762893182181	0.44052371068178187
31	34	0.3951378594722799	0.6048621405277201
32	34	0.22436528242471954	0.7756347175752805
33	34	0.1771282327586207	0.8228717672413793
1	35	0.8128947368421053	0.18710526315789466
2	35	0.8050858681735905	0.1949141318264095
3	35	0.7816888728844076	0.21831112711559242
4	35	0.7148758368548501	0.2851241631451499
5	35	0.7078201088513321	0.29217989114866794
6	35	0.8007443838894057	0.19925561611059428
7	35	0.7817437097717964	0.2182562902282036
8	35	0.7849158249158249	0.2150841750841751
9	35	0.7578135756574418	0.24218642434255822
10	35	0.5768219581449153	0.4231780418550847
11	35	0.6124980776131645	0.38750192238683545
12	35	0.6645944345766726	0.33540556542332745
13	35	0.650074812967581	0.34992518703241904
14	35	0.6199265755659801	0.3800734244340199
15	35	0.5282218597063622	0.47177814029363785
16	35	0.6080024686278543	0.39199753137214566
17	35	0.5408130256631443	0.45918697433685574
18	35	0.536340038935756	0.463659961064244
19	35	0.5696543705739351	0.4303456294260649
20	35	0.555324259407526	0.44467574059247394
21	35	0.5060440470276536	0.4939559529723464
22	35	0.572844713946744	0.42715528605325603
23	35	0.5450733752620546	0.45492662473794543
24	35	0.7389460932768019	0.26105390672319806
25	35	0.6982493266641016	0.30175067333589844
26	35	0.6913890634820866	0.3086109365179134
27	35	0.4765281999324552	0.5234718000675448
28	35	0.43397754889480383	0.5660224511051961
29	35	0.5802644003777149	0.4197355996222851
30	35	0.47506901797284357	0.5249309820271564
31	35	0.3134346959122632	0.6865653040877369
32	35	0.3384898710865562	0.6615101289134437
33	35	0.2514374313586149	0.748562568641385
34	35	0.2609868928296068	0.7390131071703931
1	36	0.8047692647383529	0.19523073526164714
2	36	0.8007975188303057	0.1992024811696943
3	36	0.7924511466048005	0.20754885339519946
4	36	0.6976856084299667	0.30231439157003326
5	36	0.6899322362052275	0.3100677637947725
6	36	0.7926127492527992	0.20738725074720077
7	36	0.7810853411393831	0.2189146588606169
8	36	0.7844246833737537	0.2155753166262463
9	36	0.7540968514085804	0.2459031485914196
10	36	0.5771212280517296	0.4228787719482704
11	36	0.6064974514750554	0.3935025485249446
12	36	0.6607619990103909	0.3392380009896091
13	36	0.6388050694025347	0.3611949305974653
14	36	0.617953431372549	0.382046568627451
15	36	0.4848858038513211	0.5151141961486789
16	36	0.561925508740237	0.43807449125976305
17	36	0.5147890029084125	0.48521099709158755
18	36	0.5286219081272084	0.47137809187279156
19	36	0.5540656052997115	0.4459343947002885
20	36	0.5464017185821698	0.4535982814178302
21	36	0.48708775852431524	0.5129122414756848
22	36	0.5795108638606067	0.4204891361393933
23	36	0.5285419158421224	0.4714580841578776
24	36	0.73718098259693	0.26281901740307
25	36	0.6918318028032866	0.3081681971967134
26	36	0.6906927244582044	0.3093072755417956
27	36	0.48573346760657937	0.5142665323934206
28	36	0.38731974734834945	0.6126802526516506
29	36	0.5731533716454895	0.4268466283545105
30	36	0.4479614656803716	0.5520385343196283
31	36	0.2956992632705749	0.7043007367294252
32	36	0.2752819728541388	0.7247180271458612
33	36	0.28500823723228996	0.71499176276771
34	36	0.28228723741829026	0.7177127625817097
35	36	0.21676110159441295	0.783238898405587
1	37	0.8112262825017569	0.18877371749824312
2	37	0.8059820010587613	0.19401799894123872
3	37	0.7876914807847353	0.21230851921526472
4	37	0.7171295857427243	0.28287041425727566
5	37	0.7134708622492633	0.28652913775073674
6	37	0.8001595886160121	0.1998404113839879
7	37	0.7841516553613944	0.21584834463860558
8	37	0.7849158249158249	0.2150841750841751
