Site1	Site2	Dist_Bray	Sim_Bray
4	30	0.617305844971551	0.38269415502844895
5	30	0.6002364590260844	0.39976354097391564
6	30	0.7503879405896697	0.24961205941033027
7	30	0.7437375304810463	0.2562624695189537
8	30	0.7475799896549176	0.25242001034508244
9	30	0.7067169142097096	0.2932830857902904
10	30	0.5620335476243257	0.43796645237567433
11	30	0.5737826054828936	0.4262173945171064
12	30	0.6326756816670361	0.36732431833296386
13	30	0.6328973620039903	0.36710263799600973
14	30	0.5983891228848002	0.4016108771151998
15	30	0.4409221902017291	0.5590778097982709
16	30	0.3889750979088155	0.6110249020911844
17	30	0.3020506188804729	0.6979493811195271
18	30	0.25943988768196263	0.7405601123180374
19	30	0.2724182523554406	0.7275817476445594
20	30	0.5107514963422745	0.48924850365772554
21	30	0.5482893667331707	0.45171063326682925
22	30	0.5112687504618341	0.48873124953816593
23	30	0.24177935417128502	0.758220645828715
24	30	0.6714697406340058	0.3285302593659942
25	30	0.6130200251237715	0.3869799748762285
26	30	0.6085864183846893	0.3914135816153107
27	30	0.4172762875932905	0.5827237124067095
28	30	0.12326337570203962	0.8767366242979604
29	30	0.29682592469423197	0.703174075305768
1	31	0.6574299859602454	0.3425700140397546
2	31	0.6464937560038425	0.3535062439961575
3	31	0.6361486736126506	0.3638513263873494
4	31	0.510455922559669	0.489544077440331
5	31	0.5049139141358161	0.4950860858641839
6	31	0.6431685509495307	0.35683144905046926
7	31	0.6196704352323948	0.38032956476760515
8	31	0.6267642060149264	0.37323579398507356
9	31	0.5896696962979384	0.4103303037020616
10	31	0.3982117786152368	0.6017882213847632
11	31	0.4046405083869061	0.595359491613094
12	31	0.47683440478829525	0.5231655952117047
13	31	0.4700362077883692	0.5299637922116308
14	31	0.43574964900613317	0.5642503509938668
15	31	0.3000073893445651	0.6999926106554348
16	31	0.3382103007463238	0.6617896992536763
17	31	0.2730833179382967	0.7269166820617032
18	31	0.2703022241927141	0.7296977758072859
19	31	0.2949565859966747	0.7050434140033253
20	31	0.35298898987659794	0.6470110101234021
21	31	0.37131456439813787	0.6286854356018621
22	31	0.3651814084090741	0.6348185915909259
23	31	0.28633710189906153	0.7136628981009385
24	31	0.5568610064287298	0.4431389935712702
25	31	0.4939776841794133	0.5060223158205868
26	31	0.49515997930983524	0.5048400206901648
27	31	0.27318406857311756	0.7268159314268825
28	31	0.20314809340821754	0.7968519065917825
29	31	0.3657761519417655	0.6342238480582345
30	31	0.22714845193231362	0.7728515480676864
1	32	0.6731692898839873	0.3268307101160127
2	32	0.666518879775364	0.33348112022463605
3	32	0.6301633045148896	0.36983669548511044
4	32	0.550136702874455	0.44986329712554496
5	32	0.5663932609177565	0.43360673908224345
6	32	0.6471587970147048	0.3528412029852952
7	32	0.6402867065691273	0.35971329343087266
8	32	0.6328973620039903	0.36710263799600973
9	32	0.6031183034064879	0.39688169659351213
10	32	0.3854282125175497	0.6145717874824503
11	32	0.4190497302889234	0.5809502697110767
12	32	0.4752826424296165	0.5247173575703835
13	32	0.45621813345156287	0.5437818665484371
14	32	0.4163156727998227	0.5836843272001773
15	32	0.37892558930022907	0.621074410699771
16	32	0.47084903569053427	0.5291509643094657
17	32	0.4438573803805653	0.5561426196194347
18	32	0.4491982561146826	0.5508017438853174
19	32	0.4802142989100314	0.5197857010899686
20	32	0.35091997339835956	0.6490800266016404
21	32	0.2697849700731545	0.7302150299268455
22	32	0.3866105076479716	0.6133894923520284
23	32	0.4460947313973251	0.5539052686026749
24	32	0.5317372349072638	0.46826276509273623
25	32	0.4936082169511564	0.5063917830488436
26	32	0.4958989137663489	0.504101086233651
27	32	0.3147860784748393	0.6852139215251607
28	32	0.3171741058232338	0.6828258941767662
29	32	0.48217123009274654	0.5178287699072535
30	32	0.3631862853764871	0.6368137146235129
31	32	0.26062218281238453	0.7393778171876155
1	33	0.6606074041232542	0.33939259587674575
2	33	0.6513707234168329	0.3486292765831671
3	33	0.6159757629498264	0.38402423705017363
4	33	0.5382398581245843	0.4617601418754157
5	33	0.5424517845267125	0.4575482154732875
6	33	0.6415428951452006	0.3584571048547994
7	33	0.623882361634523	0.37611763836547696
8	33	0.6229217468410552	0.37707825315894483
9	33	0.5958767457326535	0.4041232542673465
10	33	0.3872016552131826	0.6127983447868174
11	33	0.4163156727998227	0.5836843272001773
12	33	0.47646493756003844	0.5235350624399615
13	33	0.45695706790807655	0.5430429320919234
14	33	0.4245178452671248	0.5754821547328752
15	33	0.3702800561590187	0.6297199438409813
16	33	0.4548141579841868	0.5451858420158132
17	33	0.42117125438758546	0.5788287456124146
18	33	0.4180152220498042	0.5819847779501959
19	33	0.45058193238499905	0.5494180676150009
20	33	0.3758959580285229	0.6241040419714772
21	33	0.29313529889898765	0.7068647011010123
22	33	0.38594546663710927	0.6140545333628907
23	33	0.4292470257888125	0.5707529742111874
24	33	0.5609990393852066	0.43900096061479343
25	33	0.5116382176900909	0.4883617823099091
26	33	0.509864774994458	0.49013522500554196
27	33	0.3013374713662898	0.6986625286337103
28	33	0.3414129470883831	0.6585870529116169
29	33	0.46709529616080997	0.5329047038391901
30	33	0.3788516958545777	0.6211483041454223
31	33	0.2357200916278726	0.7642799083721274
32	33	0.15362447350919972	0.8463755264908003
1	34	0.6491539200472918	0.3508460799527082
2	34	0.6411734279169438	0.35882657208305624
3	34	0.6029705165151851	0.3970294834848149
4	34	0.5266385871573191	0.47336141284268085
5	34	0.5336584644941994	0.4663415355058006
6	34	0.6299416241779354	0.3700583758220646
7	34	0.6174536318628537	0.38254636813714626
8	34	0.6148673612650558	0.3851326387349442
9	34	0.5816892041675903	0.4183107958324097
10	34	0.3733096874307249	0.6266903125692751
11	34	0.4033104263651814	0.5966895736348186
12	34	0.45946944506022314	0.5405305549397769
13	34	0.4444690755929949	0.555530924407005
14	34	0.4074484593216582	0.5925515406783418
15	34	0.37611763836547696	0.623882361634523
16	34	0.4737308800709377	0.5262691199290623
17	34	0.4523554406059486	0.5476445593940513
18	34	0.4438040345821326	0.5561959654178674
19	34	0.47223351191575835	0.5277664880842416
20	34	0.35217616197443286	0.6478238380255672
21	34	0.27148451932313605	0.7285154806768639
22	34	0.37042784305032145	0.6295721569496786
23	34	0.4565876006798197	0.5434123993201803
24	34	0.5403088746028227	0.45969112539717727
25	34	0.4882139954186064	0.5117860045813936
26	34	0.4858494051577625	0.5141505948422376
27	34	0.27850439666001625	0.7214956033399837
28	34	0.35338456990836536	0.6466154300916347
29	34	0.4849055906588331	0.5150944093411669
30	34	0.3883839503436045	0.6116160496563955
31	34	0.24621296091036726	0.7537870390896327
32	34	0.12635779206384393	0.8736422079361561
33	34	0.0971698810315525	0.9028301189684476
1	35	0.6847705608512525	0.31522943914874746
2	35	0.6737604374491982	0.3262395625508018
3	35	0.641616788590852	0.358383211409148
4	35	0.5562698588635188	0.44373014113648124
5	35	0.5477721126136111	0.45222788738638886
6	35	0.6677011749057858	0.33229882509421416
7	35	0.6416906820365034	0.35830931796349663
8	35	0.6459765018842829	0.3540234981157171
9	35	0.6100642872977167	0.38993571270228333
10	35	0.4053055493977684	0.5946944506022316
11	35	0.4414394443212887	0.5585605556787113
12	35	0.4976723564619818	0.5023276435380182
13	35	0.481563585309983	0.518436414690017
14	35	0.4491982561146826	0.5508017438853174
15	35	0.3589004655287076	0.6410995344712924
16	35	0.4367841572452523	0.5632158427547477
17	35	0.3706262700905228	0.6293737299094773
18	35	0.36643759698514744	0.6335624030148526
19	35	0.39826343986698687	0.6017365601330131
20	35	0.3843937042784305	0.6156062957215696
21	35	0.3387275548658834	0.6612724451341165
22	35	0.40138919677824575	0.5986108032217543
23	35	0.3746397694524496	0.6253602305475504
24	35	0.5859750240153698	0.4140249759846302
25	35	0.5363925219833001	0.4636074780166999
26	35	0.5283381364073007	0.47166186359269935
27	35	0.31279095544225227	0.6872090445577477
28	35	0.27712089861070055	0.72287910138929945
29	35	0.40871300299301627	0.5912869970069837
30	35	0.311534766866179	0.688465233133821
31	35	0.18584201581319737	0.8141579841868026
32	35	0.2037242296608291	0.796275770339171
33	35	0.14379664523756744	0.8562033547624326
34	35	0.15007758811793395	0.8499224118820661
1	36	0.6733170767752901	0.32668292322470993
2	36	0.6677750683514372	0.3322249316485628
3	36	0.6562476908298234	0.34375230917017663
4	36	0.5357274809724377	0.4642725190275623
5	36	0.5266385871573191	0.47336141284268085
6	36	0.6564693711667775	0.3435306288332225
7	36	0.640803960688687	0.35919603931131305
8	36	0.6453114608734205	0.3546885391265795
9	36	0.6052612133303776	0.39473878666962237
10	36	0.4056011231803739	0.5943988768196261
11	36	0.43523239488657356	0.5647676051134265
12	36	0.49338653661420234	0.5066134633857977
13	36	0.46929727333185545	0.5307027266681446
14	36	0.44712923963644424	0.5528707603635558
15	36	0.3200325131160866	0.6799674868839134
16	36	0.39074854060444836	0.6092514593955516
17	36	0.3466100129318308	0.6533899870681692
18	36	0.35926993275696445	0.6407300672430356
19	36	0.38318861998891557	0.6168113800110844
20	36	0.3758959580285229	0.6241040419714772
21	36	0.32195374270302224	0.6780462572969778
22	36	0.40796571344121774	0.5920342865587822
23	36	0.3591960393113131	0.6408039606886868
24	36	0.5837582206458287	0.4162417793541713
25	36	0.5288553905268603	0.47114460947313974
26	36	0.5275253085051356	0.47247469149486443
27	36	0.3207714475726003	0.6792285524273998
28	36	0.24017144546260716	0.7598285545373928
29	36	0.4016923474854968	0.5983076525145032
30	36	0.28862779871425404	0.711372201285746
31	36	0.17350181038941845	0.8264981896105815
32	36	0.15960984260696076	0.8403901573930392
33	36	0.16618635926993275	0.8338136407300673
34	36	0.16433902312864848	0.8356609768713515
35	36	0.12155471809650484	0.8784452819034951
1	37	0.6824059705904086	0.31759402940959136
2	37	0.6750166260252716	0.32498337397472843
3	37	0.6497450676125027	0.3502549323874973
