Site1	Site2	Dist_Bray	Sim_Bray
4	37	0.5590039163526195	0.4409960836473805
5	37	0.5545703096135373	0.44542969038646274
6	37	0.6668883470036208	0.33311165299637924
7	37	0.6449419936451637	0.3550580063548363
8	37	0.6459765018842829	0.3540234981157171
9	37	0.6107293283085791	0.38927067169142093
10	37	0.4198625581910885	0.5801374418089116
11	37	0.4540752235276731	0.545924776472327
12	37	0.5042488731249538	0.4957511268750462
13	37	0.4846671100273406	0.5153328899726595
14	37	0.4621296091036725	0.5378703908963275
15	37	0.3740486218872386	0.6259513781127615
16	37	0.4510455922559669	0.5489544077440331
17	37	0.40158876778126734	0.5984112322187327
18	37	0.3874233355501367	0.6125766644498634
19	37	0.4182154073526695	0.5817845926473305
20	37	0.4016847705608513	0.5983152294391487
21	37	0.32468780019212296	0.675312199807877
22	37	0.4154289514520062	0.5845710485479938
23	37	0.3942215325500628	0.6057784674499371
24	37	0.5952855981674425	0.40471440183255747
25	37	0.538165964678933	0.46183403532106704
26	37	0.5302593659942363	0.4697406340057637
27	37	0.3250572674203798	0.6749427325796202
28	37	0.29049660065031035	0.7095033993496896
29	37	0.42681890403872447	0.5731810959612755
30	37	0.32867804625729696	0.6713219537427031
31	37	0.20483263134559965	0.7951673686544003
32	37	0.1713589004655287	0.8286410995344713
33	37	0.11682553757481712	0.8831744624251829
34	37	0.12118525086824798	0.8788147491317521
35	37	0.09790881548806621	0.9020911845119338
36	37	0.11734279169437671	0.8826572083056233
1	38	0.8324835587083426	0.16751644129165744
2	38	0.8305623291214069	0.16943767087859307
3	38	0.8171876154585088	0.18281238454149118
4	38	0.7105593733835809	0.2894406266164191
5	38	0.6807803147860785	0.3192196852139215
6	38	0.8237641321214808	0.1762358678785192
7	38	0.814231877632454	0.18576812236754603
8	38	0.8098721643390231	0.1901278356609769
9	38	0.7716692529372645	0.22833074706273548
10	38	0.5862705977979753	0.4137294022020247
11	38	0.6173797384172024	0.3826202615827976
12	38	0.6728737161013818	0.3271262838986182
13	38	0.6491539200472918	0.3508460799527082
14	38	0.6289071159388162	0.3710928840611838
15	38	0.464420305918865	0.535579694081135
16	38	0.44409960836473805	0.555900391635262
17	38	0.3729909477184556	0.6270090522815444
18	38	0.35491021946353357	0.6450897805364664
19	38	0.3792721226676519	0.6207278773323481
20	38	0.5587822360156655	0.44121776398433454
21	38	0.5700879332003251	0.42991206679967486
22	38	0.6048178526564694	0.39518214734353063
23	38	0.3120520209857386	0.6879479790142614
24	38	0.7588856868395774	0.24111431316042264
25	38	0.715584127687874	0.28441587231212595
26	38	0.7243774477203871	0.27562255227961285
27	38	0.5273036281681814	0.47269637183181856
28	38	0.23219036358261896	0.767809636417381
29	38	0.3243173336289399	0.6756826663710601
30	38	0.2925441513337767	0.7074558486662232
31	38	0.32380107884430653	0.6761989211556935
32	38	0.36961501514815637	0.6303849848518437
33	38	0.3977684179413286	0.6022315820586714
34	38	0.416389566245474	0.583610433754526
35	38	0.33621517771373677	0.6637848222862632
36	38	0.30148525825759254	0.6985147417424075
37	38	0.35225005542008425	0.6477499445799157
1	39	0.8227773261399749	0.1772226738600251
2	39	0.805188086615919	0.194811913384081
3	39	0.8020841031704974	0.1979158968295026
4	39	0.6990614145295987	0.3009385854704013
5	39	0.664991500997709	0.335008499002291
6	39	0.8212992387850122	0.1787007612149878
7	39	0.7921809178922474	0.20781908210775257
8	39	0.7892986475500702	0.21070135244992982
9	39	0.7677924765353632	0.2322075234646368
10	39	0.6777769566181361	0.3222230433818639
11	39	0.6732687901855	0.3267312098145
12	39	0.7306185795580519	0.2693814204419481
13	39	0.7444386963269529	0.2555613036730471
14	39	0.7162072278471657	0.28379277215283427
15	39	0.5638164215505136	0.4361835784494864
16	39	0.4841475131180253	0.5158524868819747
17	39	0.375041572743062	0.624958427256938
18	39	0.3353780208410317	0.6646219791589683
19	39	0.34163556409593143	0.6583644359040686
20	39	0.6285566476978789	0.3714433523021211
21	39	0.6516887148030449	0.3483112851969551
22	39	0.6377207892986475	0.3622792107013525
23	39	0.3093636833936886	0.6906363166063114
24	39	0.7557460645924174	0.24425393540758256
25	39	0.7051215726849457	0.2948784273150543
26	39	0.7072647993496416	0.2927352006503584
27	39	0.5439361466262657	0.45606385337373434
28	39	0.2883961566888396	0.7116038433111604
29	39	0.31046971432795	0.68953028567205
30	39	0.29842583696696473	0.7015741630330352
31	39	0.3700391693149065	0.6299608306850935
32	39	0.4772744069174488	0.5227255930825512
33	39	0.4314536989136058	0.5685463010863943
34	39	0.4540684354445348	0.5459315645554652
35	39	0.3556278176040204	0.6443721823959796
36	39	0.3882935481486956	0.6117064518513045
37	39	0.37905550218017886	0.6209444978198211
38	39	0.24957504988544824	0.7504249501145518
1	40	0.8330747062735535	0.1669252937264465
2	40	0.8157097465454815	0.18429025345451855
3	40	0.8145274514150594	0.18547254858494056
4	40	0.685066134633858	0.314933865366142
5	40	0.6548437153624473	0.34515628463755266
6	40	0.821399541860637	0.17860045813936298
7	40	0.7913988029261805	0.20860119707381952
8	40	0.7967191310130791	0.20328086898692088
9	40	0.7706347446981453	0.2293652553018547
10	40	0.6660755191014557	0.3339244808985443
11	40	0.6560999039385207	0.3439000960614793
12	40	0.7254119559595064	0.27458804404049364
13	40	0.7292544151333776	0.27074558486662237
14	40	0.7045001108401685	0.2954998891598315
15	40	0.5129682997118156	0.48703170028818443
16	40	0.4455035838321141	0.5544964161678859
17	40	0.35872898577498613	0.6412710142250139
18	40	0.3376930466267642	0.6623069533732358
19	40	0.3450581932384999	0.6549418067615
20	40	0.6036355575260475	0.3963644424739525
21	40	0.6411734279169438	0.35882657208305624
22	40	0.6333407226778984	0.3666592773221016
23	40	0.27148451932313605	0.7285154806768639
24	40	0.7489100716766423	0.25108992832335775
25	40	0.7100421192640213	0.2899578807359787
26	40	0.7142540456661494	0.28574595433385064
27	40	0.5476982191679598	0.4523017808320402
28	40	0.25982855453739284	0.7401714454626072
29	40	0.29970808853416103	0.700291911465839
30	40	0.27931722456218133	0.7206827754378187
31	40	0.3677676790068721	0.632232320993128
32	40	0.4452080100495086	0.5547919899504914
33	40	0.4602822729623882	0.5397177270376118
34	40	0.48525825759255153	0.5147417424074485
35	40	0.3965122293652553	0.6034877706347447
36	40	0.3705017364959728	0.6294982635040272
37	40	0.4137294022020247	0.5862705977979753
38	40	0.17143279391118008	0.82856720608882
39	40	0.17537506466632177	0.8246249353336782
1	41	0.8216819391073013	0.17831806089269875
2	41	0.8151788353532368	0.18482116464676324
3	41	0.8020987289388117	0.19790127106118827
4	41	0.6940585279337865	0.30594147206621347
5	41	0.6649423588530889	0.33505764114691106
6	41	0.818060892698788	0.181939107301212
7	41	0.797073603310671	0.202926396689329
8	41	0.7907921962754951	0.20920780372450487
9	41	0.7616760271947975	0.23832397280520246
10	41	0.6288057936742536	0.3711942063257464
11	41	0.635678391959799	0.364321608040201
12	41	0.6870381318356489	0.3129618681643511
13	41	0.6991575524682234	0.3008424475317766
14	41	0.6721105527638191	0.32788944723618085
15	41	0.5298551581436595	0.47014484185634053
16	41	0.4776086313922554	0.5223913686077446
17	41	0.4147729372205594	0.5852270627794406
18	41	0.3677209577298256	0.6322790422701744
19	41	0.40139674093781175	0.5986032590621883
20	41	0.5936299142772687	0.40637008572273126
21	41	0.6147650014779781	0.3852349985220219
22	41	0.6058971327224357	0.3941028672775643
23	41	0.3386786875554242	0.6613213124445758
24	41	0.7584244753177652	0.24157552468223475
25	41	0.7100206916937629	0.2899793083062371
26	41	0.7121637599763524	0.2878362400236476
27	41	0.5211350872007094	0.47886491279929055
28	41	0.2827581110043604	0.7172418889956396
29	41	0.3424485421824766	0.6575514578175234
30	41	0.3010641442506651	0.6989358557493349
31	41	0.35574933490984334	0.6442506650901567
32	41	0.4469405852793379	0.5530594147206621
33	41	0.41375997635235	0.5862400236476499
34	41	0.43186520839491577	0.5681347916050843
35	41	0.34237363287023354	0.6576263671297664
36	41	0.35937038131835647	0.6406296186816436
37	41	0.3675731599172332	0.6324268400827668
38	41	0.1832692876145433	0.8167307123854567
39	41	0.19201773835920177	0.8079822616407982
40	41	0.19804906887378068	0.8019509311262193
1	42	0.8235424517845267	0.17645754821547333
2	42	0.8197738860563069	0.18022611394369314
3	42	0.8079509347520875	0.19204906524791254
4	42	0.6965935121554718	0.30340648784452817
5	42	0.6625286337101899	0.3374713662898101
6	42	0.814231877632454	0.18576812236754603
7	42	0.803665114904308	0.19633488509569197
8	42	0.7981231064804551	0.20187689351954485
9	42	0.7611763836547698	0.2388236163452302
10	42	0.6089558856129461	0.3910441143870539
11	42	0.6130200251237715	0.3869799748762285
12	42	0.6649671174166851	0.3350328825833149
13	42	0.6671100273405749	0.3328899726594251
14	42	0.6479716249168699	0.3520283750831301
15	42	0.4755043227665706	0.5244956772334294
16	42	0.438114239266977	0.561885760733023
17	42	0.3710696471457602	0.6289303528542398
18	42	0.3408704647897731	0.6591295352102269
19	42	0.3700351006835396	0.6299648993164604
20	42	0.5480676863962166	0.4519323136037834
21	42	0.5926993275696446	0.4073006724303554
22	42	0.5832409665262691	0.4167590334737309
23	42	0.29313529889898765	0.7068647011010123
24	42	0.7403384319810833	0.2596615680189167
25	42	0.6937855612207198	0.30621443877928023
26	42	0.7005837582206458	0.2994162417793542
27	42	0.502475430429321	0.49752456957067903
28	42	0.21149866981968668	0.7885013301803133
29	42	0.3436056608653882	0.6563943391346119
30	42	0.24591738712776176	0.7540826128722382
31	42	0.31175644720313306	0.6882435527968669
32	42	0.3902312864848888	0.6097687135151112
33	42	0.40973915613685064	0.5902608438631494
34	42	0.4285819847779502	0.5714180152220498
35	42	0.34463903051799305	0.655360969482007
36	42	0.31279095544225227	0.6872090445577477
37	42	0.3611911623439001	0.6388088376560999
38	42	0.1385502105963201	0.8614497894036799
39	42	0.22001330278619466	0.7799866972138053
40	42	0.1544373014113648	0.8455626985886352
41	42	0.15496600650310374	0.8450339934968962
1	43	0.7976058523608955	0.20239414763910446
2	43	0.7815709746545482	0.21842902534545183
3	43	0.7764723269046035	0.22352767309539645
4	43	0.6618635926993276	0.3381364073006724
5	43	0.6089558856129461	0.3910441143870539
6	43	0.7946501145348408	0.2053498854651592
7	43	0.7614719574373753	0.23852804256262472
8	43	0.7622847853395404	0.23771521466045964
9	43	0.7395994975245695	0.26040050247543045
10	43	0.6246951895366881	0.3753048104633119
11	43	0.6225522796127984	0.37744772038720165
12	43	0.675312199807877	0.32468780019212296
13	43	0.6886130200251238	0.3113869799748762
14	43	0.6620852730362817	0.33791472696371827
15	43	0.5001108401684771	0.49988915983152293
16	43	0.4242222714845193	0.5757777285154807
17	43	0.3357472750785147	0.6642527249214853
18	43	0.296386610507648	0.703613389492352
19	43	0.32717531867725846	0.6728246813227415
20	43	0.5765166629719943	0.42348333702800567
21	43	0.5996453114608734	0.4003546885391266
22	43	0.5873789994827459	0.41262100051725414
23	43	0.27584423261656693	0.7241557673834331
24	43	0.735091997339836	0.264908002660164
25	43	0.6894258479272889	0.3105741520727111
26	43	0.6883913396881697	0.3116086603118303
27	43	0.4948644055272297	0.5051355944727702
28	43	0.24733963937333728	0.75266036062666275
29	43	0.2536673687322174	0.7463326312677826
30	43	0.2693416093992463	0.7306583906007538
31	43	0.32542673464863664	0.6745732653513634
32	43	0.42496120594103304	0.575038794058967
33	43	0.3914874750609621	0.608512524939038
34	43	0.4046405083869061	0.595359491613094
35	43	0.31537722604005025	0.6846227739599497
36	43	0.33303775955072784	0.6669622404492721
37	43	0.34109214512672725	0.6589078548732727
38	43	0.22737013226926772	0.7726298677307323
39	43	0.1566772596260439	0.843322740373956
40	43	0.2021724673021503	0.7978275326978497
41	43	0.19258054980786285	0.8074194501921371
42	43	0.22330599275844232	0.7766940072415577
1	44	0.7646493756003843	0.23535062439961574
2	44	0.7575556048178527	0.24244439518214733
3	44	0.746471587970147	0.253528412029853
4	44	0.6325278947757333	0.36747210522426665
5	44	0.6158279760585236	0.3841720239414764
6	44	0.7625803591221458	0.23741964087785417
7	44	0.7404123254267346	0.25958767457326537
8	44	0.7404123254267346	0.25958767457326537
9	44	0.7035394960467006	0.29646050395329937
10	44	0.5420823172984556	0.4579176827015444
11	44	0.5548658833961427	0.44513411660385727
12	44	0.5977979753195891	0.4022020246804109
13	44	0.6155324022759181	0.3844675977240819
14	44	0.5856794502327644	0.41432054976723565
15	44	0.4449863297125545	0.5550136702874455
16	44	0.4399615754082613	0.5600384245917387
17	44	0.37919822649177903	0.620801773508221
18	44	0.3288997265942511	0.671100273405749
19	44	0.3467578052835766	0.6532421947164234
20	44	0.4980418236902387	0.5019581763097614
21	44	0.5145939555161457	0.48540604448385427
22	44	0.5179930540161087	0.48200694598389127
23	44	0.32816079213773736	0.6718392078622626
24	44	0.693637774329417	0.306362225670583
25	44	0.6328973620039903	0.36710263799600973
26	44	0.6343013374713663	0.3656986625286337
27	44	0.4239266977019138	0.5760733022980862
28	44	0.17972214011232635	0.8202778598876737
29	44	0.33207700550567193	0.6679229944943281
30	44	0.20534988546515925	0.7946501145348408
31	44	0.2430355427473583	0.7569644572526417
32	44	0.33880144831153475	0.6611985516884653
33	44	0.29394812680115273	0.7060518731988472
34	44	0.3102785782901057	0.6897214217098944
35	44	0.21436488583462646	0.7856351141653736
36	44	0.244365624769083	0.755634375230917
37	44	0.23660681297568906	0.7633931870243109
38	44	0.2390452966821843	0.7609547033178157
39	44	0.21543123198581035	0.7845687680141896
40	44	0.25530185472548583	0.7446981452745142
41	44	0.19642329293526456	0.8035767070647355
42	44	0.200916278726077	0.799083721273923
43	44	0.21133525456292027	0.7886647454370798
1	45	0.7862262617305845	0.21377373826941548
2	45	0.7806103598610803	0.2193896401389197
3	45	0.7687135151112097	0.23128648488879033
4	45	0.6637848222862632	0.33621517771373677
5	45	0.6410256410256411	0.3589743589743589
6	45	0.7806842533067317	0.21931574669326825
7	45	0.7655360969482007	0.23446390305179932
8	45	0.7580728589374123	0.24192714106258772
9	45	0.7227517919160571	0.2772482080839429
10	45	0.5433385058745289	0.4566614941254711
11	45	0.5701618266459765	0.4298381733540235
12	45	0.6182664597650188	0.3817335402349812
13	45	0.6093992462868544	0.3906007537131456
14	45	0.5885612946131679	0.41143870538683214
15	45	0.44897657577772854	0.5510234242222715
16	45	0.45570087933200326	0.5442991206679968
17	45	0.4030666912987253	0.5969333087012747
18	45	0.3521022685287815	0.6478977314712184
19	45	0.376316275632736	0.6236837243672639
20	45	0.5248651444616862	0.4751348555383138
21	45	0.520431537722604	0.479568462277396
22	45	0.5431168255375748	0.4568831744624252
23	45	0.34419566984408484	0.6558043301559151
24	45	0.7169881031552501	0.2830118968447499
25	45	0.6671839207862262	0.33281607921377376
26	45	0.6616419123623735	0.33835808763762654
27	45	0.4589521909406636	0.5410478090593365
28	45	0.21172036653857523	0.7882796334614248
29	45	0.3470790378006873	0.6529209621993127
30	45	0.24377447720387202	0.756225522796128
31	45	0.2627650927362743	0.7372349072637256
32	45	0.345230178083204	0.654769821916796
33	45	0.3173723490726373	0.6826276509273628
34	45	0.32912140693120523	0.6708785930687948
35	45	0.24200103450823912	0.7579989654917609
36	45	0.2547846006059263	0.7452153993940738
37	45	0.2556713219537427	0.7443286780462572
38	45	0.1953003768565728	0.8046996231434271
39	45	0.26088241815091273	0.7391175818490873
40	45	0.27946501145348407	0.720534988546516
41	45	0.16294708838309194	0.8370529116169081
42	45	0.1882804995196926	0.8117195004803074
43	45	0.23815857533436785	0.7618414246656322
44	45	0.12421488213995419	0.8757851178600458
1	46	0.7181703982856721	0.2818296017143279
2	46	0.7098204389270671	0.29017956107293286
3	46	0.6812236754599867	0.31877632454001326
4	46	0.5980935491021946	0.4019064508978054
5	46	0.5915170324392226	0.4084829675607774
6	46	0.7043523239488657	0.2956476760511343
7	46	0.6903125692751053	0.3096874307248947
8	46	0.6861745363186286	0.31382546368137143
9	46	0.6539569940146309	0.3460430059853691
10	46	0.4474248134190497	0.5525751865809503
11	46	0.47639104411438704	0.523608955885613
12	46	0.5370575629941624	0.4629424370058376
13	46	0.5245695706790807	0.4754304293209193
14	46	0.492130348038129	0.5078696519618711
15	46	0.3990246065174019	0.6009753934825981
16	46	0.45873051060370945	0.5412694893962906
17	46	0.404027341585073	0.595972658414927
18	46	0.3812162861154216	0.6187837138845784
19	46	0.4139294291520414	0.5860705708479585
20	46	0.4330894849626838	0.5669105150373162
21	46	0.38372866326756816	0.6162713367324318
22	46	0.44579915761471955	0.5542008423852804
23	46	0.3719057119633489	0.6280942880366511
24	46	0.6143501071454962	0.3856498928545038
25	46	0.5665410478090593	0.43345895219094066
26	46	0.560481785265647	0.43951821473435304
27	46	0.35853099830045077	0.6414690016995492
28	46	0.2621933195388708	0.7378066804611292
29	46	0.406052544063851	0.5939474559361491
30	46	0.30333259439887683	0.6966674056011232
31	46	0.21916795980196557	0.7808320401980344
32	46	0.21584275474765388	0.7841572452523461
33	46	0.1964087785413434	0.8035912214586566
34	46	0.19744328678046258	0.8025567132195375
35	46	0.13219537427030223	0.8678046257296977
36	46	0.1708416463459691	0.8291583536540309
37	46	0.16160496563954777	0.8383950343604523
38	46	0.2885539052686027	0.7114460947313973
39	46	0.3120242406326214	0.6879757593673785
40	46	0.35128944062661643	0.6487105593733835
41	46	0.2914572864321608	0.7085427135678393
42	46	0.29586935638808837	0.7041306436119117
43	46	0.26793763393187026	0.7320623660681298
44	46	0.19116234390009607	0.808837656099904
45	46	0.2003990246065174	0.7996009753934826
